state,city,scientific_name,count
Iowa,Redfield,Malus,20
Iowa,Redfield,Acer saccharinum,17
Iowa,Redfield,Fraxinus pennsylvanica,15
Iowa,Redfield,Acer,13
Iowa,Redfield,Celtis occidentalis,10
Iowa,Runnells,Fraxinus pennsylvanica,12
Iowa,Runnells,Acer saccharinum,11
Iowa,Runnells,Acer,6
Iowa,Runnells,Acer rubrum,6
Iowa,Runnells,Picea,6
Iowa,Stuart,Acer saccharum,94
Iowa,Stuart,Fraxinus pennsylvanica,94
Iowa,Stuart,Acer saccharinum,58
Iowa,Stuart,Acer platanoides,50
Iowa,Stuart,Gleditsia triacanthos,18
Iowa,Sully,Acer saccharum,22
Iowa,Sully,Acer saccharinum,21
Iowa,Sully,Fraxinus pennsylvanica,20
Iowa,Sully,Picea,15
Iowa,Sully,Gleditsia triacanthos,11
Iowa,Union,Acer saccharum,47
Iowa,Union,Acer nigrum,21
Iowa,Union,Acer platanoides,19
Iowa,Union,Acer saccharinum,15
Iowa,Union,Fraxinus,13
Iowa,Van Meter,Acer saccharum,11
Iowa,Van Meter,Platanus occidentalis,8
Iowa,Van Meter,Acer saccharinum,6
Iowa,Van Meter,Quercus palustris,6
Iowa,Van Meter,Ulmus pumila,6
Iowa,Waukee,Fraxinus pennsylvanica,218
Iowa,Waukee,Malus,200
Iowa,Waukee,Picea,199
Iowa,Waukee,Tilia cordata,122
Iowa,Waukee,Pinus strobus,111
Iowa,Windsor Heights,Fraxinus pennsylvanica,39
Iowa,Windsor Heights,Pyrus,32
Iowa,Windsor Heights,Populus,26
Iowa,Windsor Heights,Malus,25
Iowa,Windsor Heights,Gleditsia triacanthos,22
Iowa,Woodward,Acer saccharinum,105
Iowa,Woodward,Acer platanoides,81
Iowa,Woodward,Acer nigrum,66
Iowa,Woodward,Fraxinus pennsylvanica,49
Iowa,Woodward,Malus,26
California,Sacramento,Platanus acerifolia,14111
California,Sacramento,Pistacia chinensis,4580
California,Sacramento,Pyrus calleryana,4285
California,Sacramento,Lagerstroemia indica,4146
California,Sacramento,Ulmus parvifolia,4047
District of Columbia,Washington DC,Acer rubrum,12711
District of Columbia,Washington DC,Quercus phellos,9981
District of Columbia,Washington DC,Ulmus americana,9014
District of Columbia,Washington DC,Quercus palustris,8904
District of Columbia,Washington DC,Zelkova serrata,6343
South Dakota,Sioux Falls,Fraxinus pennsylvanica,21452
South Dakota,Sioux Falls,Acer platanoides,5704
South Dakota,Sioux Falls,Acer freemanii,4933
South Dakota,Sioux Falls,Acer saccharinum,4327
South Dakota,Sioux Falls,Tilia cordata,3097
