Name,Longitude,Latitude
Celtis australis,11.139592,46.042021
Celtis australis,11.139505,46.042078
Celtis australis,11.139428,46.042131
Celtis australis,11.139371,46.042172
Celtis australis,11.139233,46.042274
Celtis australis,11.139176,46.042312
Celtis australis,11.139104,46.042365
Celtis australis,11.141436,46.040073
Celtis australis,11.139043,46.04241
Celtis australis,11.131672,46.042702
Celtis australis,11.131678,46.042688
Celtis australis,11.131697,46.0427
Celtis australis,11.131719,46.042705
Celtis australis,11.141359,46.040043
Celtis australis,11.111986,46.071702
Cercis siliquastrum,11.137612,46.056352
Chamaecyparis lawsoniana,11.137754,46.06737
Chamaecyparis lawsoniana,11.137707,46.056476
Chamaecyparis lawsoniana,11.137652,46.056394
Chamaecyparis lawsoniana,11.137629,46.056372
Chamaecyparis lawsoniana,11.137671,46.056412
Chamaecyparis lawsoniana,11.122776,46.054068
Chamaecyparis lawsoniana,11.137583,46.056332
Chamaecyparis lawsoniana,11.135835,46.065594
Fraxinus ornus,11.137691,46.056434
Chamaecyparis lawsoniana,11.137559,46.056315
Chamaecyparis lawsoniana,11.110931,46.072279
Chamaecyparis lawsoniana,11.137698,46.056455
Chamaecyparis lawsoniana,11.111767,46.073127
Cornus mas,11.122206,46.058312
Corylus colurna,11.122105,46.058295
Corylus colurna,11.121607,46.058194
Corylus colurna,11.121504,46.058175
Corylus colurna,11.121402,46.058154
Corylus colurna,11.121303,46.058135
Corylus colurna,11.121207,46.058114
Corylus colurna,11.119693,46.057815
Corylus colurna,11.119794,46.057834
Corylus colurna,11.119893,46.057853
Corylus colurna,11.120055,46.057886
Fraxinus angustifolia,11.120498,46.057978
Carpinus betulus,11.119486,46.088358
Crataegus x lavallei,11.119555,46.088367
Crataegus x lavallei,11.120842,46.08865
Crataegus x lavallei,11.120835,46.088689
Crataegus x lavallei,11.12086,46.088562
Crataegus x lavallei,11.120944,46.088815
Crataegus x lavallei,11.138404,46.040748
Cupressus sempervirens,11.118696,46.071424
Cupressus sempervirens,11.117979,46.070159
Cupressus sempervirens,11.114346,46.070611
Cupressus sempervirens,11.114338,46.070592
Cupressus sempervirens,11.114318,46.070618
Cupressus sempervirens,11.11859,46.071036
Cupressus sempervirens,11.118687,46.07104
Cupressus sempervirens,11.118778,46.071044
Cupressus sempervirens,11.118875,46.071048
Cupressus sempervirens,11.135507,46.050914
Cupressus sempervirens,11.114961,46.071531
Cupressus sempervirens,11.114968,46.071503
Cupressus sempervirens,11.114973,46.071478
Cupressus sempervirens,11.114981,46.071447
Cupressus sempervirens,11.114989,46.071412
Cupressus sempervirens,11.11897,46.07105
Cupressus sempervirens,11.119065,46.071053
Cupressus sempervirens,11.135951,46.065833
Cupressus sempervirens,11.13791,46.066781
Cupressus sempervirens,11.13786,46.066948
Cupressus sempervirens,11.137846,46.066975
Cupressus sempervirens,11.137827,46.067001
Cupressus sempervirens,11.13778,46.067039
Cupressus sempervirens,11.137762,46.067069
Cupressus sempervirens,11.138503,46.040544
Cupressus sempervirens,11.138495,46.040513
Cupressus sempervirens,11.138463,46.040535
Cupressus sempervirens,11.135499,46.050885
Cupressus sempervirens,11.138427,46.040738
Cupressus sempervirens,11.138392,46.040736
Cupressus sempervirens,11.137733,46.067102
Cupressus sempervirens,11.137705,46.067146
Cupressus sempervirens,11.13768,46.067175
Cupressus sempervirens,11.137704,46.067329
Cupressus sempervirens,11.137704,46.067304
Cupressus sempervirens,11.137701,46.067279
Cupressus sempervirens,11.137636,46.067282
Cupressus sempervirens,11.103487,46.078202
Cupressus sempervirens,11.127575,46.05252
Fraxinus ornus,11.138399,46.056901
Diospyros kaki,11.134115,46.038668
Eriobotrya japonica,11.126977,46.067217
Fagus sylvatica,11.135315,46.040126
Fagus sylvatica,11.133236,46.043015
Celtis australis,11.136812,46.063102
Ficus carica,11.136815,46.063085
Ficus carica,11.127661,46.052538
Fraxinus excelsior,11.112473,46.05682
Fraxinus excelsior,11.131239,46.040793
Fraxinus excelsior,11.127496,46.052544
Fraxinus excelsior,11.131217,46.040793
Fraxinus excelsior,11.122932,46.075878
Fraxinus excelsior,11.127463,46.052496
Fraxinus excelsior,11.117335,46.058263
Fraxinus excelsior,11.114895,46.074878
Fraxinus excelsior,11.135968,46.065826
Fraxinus ornus,11.135893,46.065782
Fraxinus ornus,11.112343,46.072011
Fraxinus ornus,11.112345,46.072054
Fraxinus ornus,11.137667,46.067226
Fraxinus ornus,11.13581,46.065529
Fraxinus ornus,11.135785,46.065499
Fraxinus ornus,11.111422,46.072567
Fraxinus ornus,11.111414,46.072549
Fraxinus ornus,11.111427,46.072556
Fraxinus ornus,11.111452,46.07255
Fraxinus ornus,11.135781,46.065485
Fraxinus ornus,11.111383,46.072646
Fraxinus ornus,11.111426,46.072628
Fraxinus ornus,11.111427,46.072633
Fraxinus ornus,11.111439,46.07263
Fraxinus ornus,11.111468,46.072641
Fraxinus ornus,11.111437,46.072648
Fraxinus ornus,11.135776,46.065481
Fraxinus ornus,11.111227,46.076272
Fraxinus ornus,11.111137,46.076164
Fraxinus ornus,11.135861,46.065743
Fraxinus ornus,11.110973,46.076076
Fraxinus ornus,11.110802,46.076038
Fraxinus ornus,11.135742,46.065427
Fraxinus ornus,11.135828,46.065618
Fraxinus ornus,11.13582,46.065603
Fraxinus ornus,11.135824,46.065649
Fraxinus ornus,11.134479,46.039358
Fraxinus ornus,11.138881,46.039461
Fraxinus ornus,11.138791,46.039466
Fraxinus ornus,11.138725,46.039443
Fraxinus ornus,11.1387,46.039463
Fraxinus ornus,11.111397,46.072345
Fraxinus ornus,11.138674,46.039455
Fraxinus ornus,11.111582,46.072314
Fraxinus ornus,11.138666,46.039434
Fraxinus ornus,11.138622,46.039465
Fraxinus ornus,11.137814,46.057757
Fraxinus ornus,11.127678,46.052591
Fraxinus ornus,11.133689,46.039098
Fraxinus ornus,11.132994,46.040939
Fraxinus ornus,11.111308,46.073156
Fraxinus ornus,11.11161,46.073065
Fraxinus ornus,11.112082,46.073238
Fraxinus ornus,11.122641,46.058396
Fraxinus,11.127319,46.052427
Fraxinus angustifolia,11.127397,46.052435
Fraxinus angustifolia,11.12749,46.052443
Fraxinus angustifolia,11.127583,46.052451
Fraxinus angustifolia,11.12764,46.052642
Fraxinus angustifolia,11.127676,46.052459
Fraxinus angustifolia,11.12781,46.052733
Fraxinus angustifolia,11.112669,46.061254
Fraxinus excelsior,11.112677,46.061415
Fraxinus excelsior,11.112711,46.061739
Fraxinus excelsior,11.112698,46.061575
Fraxinus excelsior,11.112522,46.059075
Fraxinus excelsior,11.112514,46.058916
Fraxinus excelsior,11.120159,46.057904
Corylus colurna,11.13859,46.039445
Fraxinus angustifolia,11.119966,46.057867
Corylus colurna,11.138737,46.039472
Fraxinus angustifolia,11.138761,46.039449
Fraxinus angustifolia,11.120898,46.058055
Fraxinus angustifolia,11.138798,46.039434
Fraxinus angustifolia,11.121101,46.058096
Fraxinus angustifolia,11.121708,46.058214
Fraxinus angustifolia,11.121813,46.058234
Fraxinus angustifolia,11.122014,46.058275
Fraxinus angustifolia,11.11263,46.060748
Fraxinus excelsior,11.112586,46.060075
Fraxinus excelsior,11.11264,46.060913
Fraxinus excelsior,11.112572,46.059764
Fraxinus excelsior,11.112597,46.060244
Fraxinus excelsior,11.112619,46.060583
Fraxinus excelsior,11.112608,46.060415
Fraxinus excelsior,11.113681,46.080349
Fraxinus excelsior,11.110464,46.076307
Ginkgo biloba,11.11078,46.076177
Ginkgo biloba,11.110956,46.076234
Ginkgo biloba,11.110701,46.076254
Ginkgo biloba,11.110745,46.076402
Ginkgo biloba,11.127065,46.067242
Ginkgo biloba,11.12063,46.088838
Ginkgo biloba,11.126169,46.071428
Ginkgo biloba,11.126353,46.071125
Ginkgo biloba,11.120558,46.088285
Ginkgo biloba,11.126205,46.071367
Ginkgo biloba,11.126241,46.071307
Ginkgo biloba,11.125918,46.071762
Ginkgo biloba,11.126314,46.07119
Ginkgo biloba,11.126392,46.07107
Ginkgo biloba,11.12576,46.072124
Ginkgo biloba,11.12562,46.072151
Ginkgo biloba,11.110476,46.076429
Ginkgo biloba,11.120465,46.088294
Ginkgo biloba,11.126277,46.071248
Ginkgo biloba,11.126446,46.07101
Ginkgo biloba,11.126009,46.071665
Ginkgo biloba,11.12605,46.071609
Ginkgo biloba,11.110595,46.07616
Ginkgo biloba,11.110498,46.076157
Ginkgo biloba,11.130624,46.041171
Gleditsia triacanthos,11.130669,46.041263
Gleditsia triacanthos,11.130429,46.042145
Gleditsia triacanthos,11.130504,46.042056
Gleditsia triacanthos,11.130721,46.041676
Gleditsia triacanthos,11.130733,46.041575
Gleditsia triacanthos,11.130726,46.041469
Gleditsia triacanthos,11.130562,46.041963
Gleditsia triacanthos,11.130647,46.041873
Gleditsia triacanthos,11.130702,46.041778
Gleditsia triacanthos,11.133497,46.054439
Gleditsia triacanthos,11.131197,46.042558
Gleditsia triacanthos,11.131269,46.042653
Gleditsia triacanthos,11.131309,46.042761
Gleditsia triacanthos,11.131312,46.042948
Gleditsia triacanthos,11.131109,46.042475
Gleditsia triacanthos,11.130998,46.042394
Gleditsia triacanthos,11.130861,46.042338
Gleditsia triacanthos,11.130719,46.042315
Gleditsia triacanthos,11.130582,46.042314
Gleditsia triacanthos,11.133625,46.054373
Gleditsia triacanthos,11.131205,46.042018
Gleditsia triacanthos,11.130434,46.04069
Gleditsia triacanthos,11.131315,46.041843
Gleditsia triacanthos,11.130461,46.040783
Gleditsia triacanthos,11.130495,46.040884
Gleditsia triacanthos,11.130555,46.041087
Gleditsia triacanthos,11.133742,46.054358
Gleditsia triacanthos,11.133843,46.054361
Gleditsia triacanthos,11.130416,46.040589
Gleditsia triacanthos,11.134016,46.054365
Gleditsia triacanthos,11.134151,46.054379
Gleditsia triacanthos,11.133469,46.039017
Ilex,11.126191,46.071769
Ilex,11.126211,46.071758
Ilex,11.126185,46.071749
Ilex,11.126645,46.071013
Ilex,11.126665,46.071007
Ilex,11.124144,46.065706
Juglans regia,11.126844,46.07075
Koelreuteria paniculata,11.126632,46.0711
Koelreuteria paniculata,11.126807,46.070838
Koelreuteria paniculata,11.124384,46.056969
Laburnum anagyroides,11.103612,46.077938
Lagerstroemia indica,11.130602,46.040668
Larix decidua,11.131137,46.040408
Larix decidua,11.131234,46.040447
Larix decidua,11.133392,46.039039
Laurus nobilis,11.119383,46.071324
Ligustrum lucidum,11.119427,46.071143
Ligustrum lucidum,11.138333,46.058544
Ligustrum lucidum,11.119758,46.077114
Ligustrum lucidum,11.117158,46.070179
Ligustrum lucidum,11.123231,46.075643
Ligustrum lucidum,11.13093,46.050005
Liquidambar styraciflua,11.119288,46.07039
Liquidambar styraciflua,11.119398,46.070387
Liquidambar styraciflua,11.119499,46.070362
Liquidambar styraciflua,11.12743,46.047474
Liquidambar styraciflua,11.127354,46.047404
Liquidambar styraciflua,11.127457,46.047394
Liquidambar styraciflua,11.117456,46.057675
Liriodendron tulipifera,11.114106,46.071008
Liriodendron tulipifera,11.114068,46.071212
Liriodendron tulipifera,11.114081,46.071146
Liriodendron tulipifera,11.114093,46.071077
Liriodendron tulipifera,11.121992,46.058417
Liriodendron tulipifera,11.1225,46.058515
Liriodendron tulipifera,11.117891,46.058819
Liriodendron tulipifera,11.118017,46.058834
Liriodendron tulipifera,11.117347,46.057667
Liriodendron tulipifera,11.118143,46.058848
Liriodendron tulipifera,11.117206,46.057658
Liriodendron tulipifera,11.118271,46.058858
Liriodendron tulipifera,11.121855,46.058396
Liriodendron tulipifera,11.117089,46.057651
Liriodendron tulipifera,11.122229,46.058467
Liriodendron tulipifera,11.127418,46.067171
Magnolia grandiflora,11.119339,46.071257
Magnolia,11.126616,46.071062
Magnolia,11.127596,46.06716
Magnolia,11.12654,46.071244
Pinus coulteri,11.118748,46.070382
Malus,11.118784,46.070393
Malus,11.11777,46.058504
Morus alba,11.112939,46.0575
Morus nigra,11.122588,46.052766
Morus nigra,11.113485,46.057364
Morus nigra,11.113466,46.057526
Morus nigra,11.122391,46.052806
Morus nigra,11.12247,46.052807
Morus nigra,11.113097,46.057415
Morus nigra,11.113086,46.057458
Morus nigra,11.114191,46.057567
Morus nigra,11.113978,46.057558
Morus nigra,11.122613,46.052825
Morus nigra,11.114428,46.057427
Morus nigra,11.122319,46.052804
Morus nigra,11.114433,46.057378
Morus nigra,11.114223,46.05726
Morus nigra,11.114218,46.057311
Morus nigra,11.114438,46.057327
Morus nigra,11.113988,46.057508
Morus nigra,11.122358,46.052757
Morus nigra,11.114198,46.057519
Morus nigra,11.114442,46.057279
Morus nigra,11.11376,46.05754
Morus nigra,11.114228,46.057207
Morus nigra,11.113783,46.057379
Morus nigra,11.114447,46.057227
Morus nigra,11.113995,46.057392
Morus nigra,11.114413,46.057574
Morus nigra,11.113248,46.057419
Morus nigra,11.112945,46.057449
Morus nigra,11.113245,46.057465
Morus nigra,11.114417,46.057525
Morus nigra,11.122508,46.052765
Morus nigra,11.122433,46.05276
Morus nigra,11.113111,46.057343
Morus nigra,11.114423,46.057475
Morus nigra,11.114004,46.057301
Morus nigra,11.122553,46.052811
Morus nigra,11.114208,46.057403
Morus nigra,11.114011,46.05725
Morus nigra,11.114015,46.057195
Morus nigra,11.133542,46.037004
Morus,11.133456,46.037126
Morus,11.135736,46.06542
Morus,11.119159,46.071414
Olea europaea,11.119091,46.071408
Olea europaea,11.119256,46.071422
Olea europaea,11.119299,46.071425
Olea europaea,11.119205,46.071418
Olea europaea,11.133496,46.039003
Olea europaea,11.118892,46.070258
Olea europaea,11.110784,46.072109
Olea europaea,11.133107,46.040194
Ostrya carpinifolia,11.110634,46.072257
Ostrya carpinifolia,11.128522,46.051819
Ostrya carpinifolia,11.11073,46.072301
Ostrya carpinifolia,11.116954,46.070113
Ostrya carpinifolia,11.11068,46.072329
Ostrya carpinifolia,11.128514,46.051811
Ostrya carpinifolia,11.111618,46.072871
Ostrya carpinifolia,11.112045,46.072987
Ostrya carpinifolia,11.111883,46.073042
Ostrya carpinifolia,11.112054,46.072873
Ostrya carpinifolia,11.112028,46.073101
Ostrya carpinifolia,11.111615,46.072884
Ostrya carpinifolia,11.111628,46.072871
Ostrya carpinifolia,11.111546,46.07284
Ostrya carpinifolia,11.11155,46.072851
Ostrya carpinifolia,11.112065,46.072869
Ostrya carpinifolia,11.111973,46.072865
Ostrya carpinifolia,11.111612,46.072322
Ostrya carpinifolia,11.111474,46.072385
Ostrya carpinifolia,11.111406,46.072355
Ostrya carpinifolia,11.11199,46.073051
Ostrya carpinifolia,11.111952,46.072367
Ostrya carpinifolia,11.11196,46.07236
Ostrya carpinifolia,11.111607,46.072552
Ostrya carpinifolia,11.111648,46.072669
Ostrya carpinifolia,11.111533,46.07241
Ostrya carpinifolia,11.111405,46.072648
Ostrya carpinifolia,11.111383,46.072636
Ostrya carpinifolia,11.111396,46.072605
Ostrya carpinifolia,11.111301,46.072476
Ostrya carpinifolia,11.111234,46.072405
Ostrya carpinifolia,11.112339,46.072087
Ostrya carpinifolia,11.112363,46.071931
Ostrya carpinifolia,11.111941,46.072376
Ostrya carpinifolia,11.111332,46.072379
Ostrya carpinifolia,11.111284,46.072354
Ostrya carpinifolia,11.111302,46.072317
Ostrya carpinifolia,11.111917,46.072378
Ostrya carpinifolia,11.111518,46.072739
Ostrya carpinifolia,11.111875,46.072388
Ostrya carpinifolia,11.111855,46.072392
Ostrya carpinifolia,11.111846,46.072398
Ostrya carpinifolia,11.11178,46.072405
Ostrya carpinifolia,11.111829,46.073123
Ostrya carpinifolia,11.112048,46.072861
Ostrya carpinifolia,11.111946,46.073139
Ostrya carpinifolia,11.111997,46.073148
Ostrya carpinifolia,11.112286,46.071993
Ostrya carpinifolia,11.112322,46.071974
Ostrya carpinifolia,11.111638,46.072703
Ostrya carpinifolia,11.111962,46.07297
Ostrya carpinifolia,11.111833,46.07291
Ostrya carpinifolia,11.111772,46.072844
Ostrya carpinifolia,11.111679,46.072729
Ostrya carpinifolia,11.111778,46.072398
Ostrya carpinifolia,11.111761,46.072409
Ostrya carpinifolia,11.112037,46.072401
Ostrya carpinifolia,11.111716,46.072737
Ostrya carpinifolia,11.111923,46.072406
Ostrya carpinifolia,11.11203,46.073245
Ostrya carpinifolia,11.112059,46.072858
Ostrya carpinifolia,11.111998,46.072836
Ostrya carpinifolia,11.111954,46.072769
Ostrya carpinifolia,11.111835,46.072804
Ostrya carpinifolia,11.11214,46.072724
Ostrya carpinifolia,11.112134,46.072738
Ostrya carpinifolia,11.111865,46.072442
Ostrya carpinifolia,11.111942,46.073208
Ostrya carpinifolia,11.111871,46.072427
Ostrya carpinifolia,11.112044,46.073016
Ostrya carpinifolia,11.111788,46.073085
Ostrya carpinifolia,11.11184,46.072441
Ostrya carpinifolia,11.111806,46.073087
Ostrya carpinifolia,11.116739,46.069317
Paulownia tomentosa,11.116693,46.069244
Paulownia tomentosa,11.116649,46.069168
Paulownia tomentosa,11.116283,46.068564
Paulownia tomentosa,11.116271,46.069334
Paulownia tomentosa,11.116239,46.069676
Paulownia tomentosa,11.11632,46.068624
Paulownia tomentosa,11.116605,46.069446
Paulownia tomentosa,11.123398,46.076159
Paulownia tomentosa,11.119717,46.077269
Paulownia tomentosa,11.133427,46.039267
Picea abies,11.130618,46.040695
Picea abies,11.133132,46.039985
Picea abies,11.135615,46.050893
Picea abies,11.133133,46.040139
Picea abies,11.130622,46.040736
Picea abies,11.133061,46.040293
Picea abies,11.133062,46.040278
Picea abies,11.133078,46.040233
Picea abies,11.131201,46.040462
Picea abies,11.133555,46.038824
Picea abies,11.134262,46.038634
Picea abies,11.134264,46.03869
Picea abies,11.134263,46.038743
Picea abies,11.134266,46.0388
Picea abies,11.134271,46.03883
Picea abies,11.133481,46.03895
Picea abies,11.133059,46.04031
Picea abies,11.133051,46.040248
Picea abies,11.133426,46.039111
Picea abies,11.133388,46.039091
Picea abies,11.133392,46.039143
Picea abies,11.133422,46.039284
Picea abies,11.127453,46.052611
Picea pungens,11.134143,46.040975
Picea,11.127387,46.052538
Picea obovata,11.127345,46.052545
Picea obovata,11.137675,46.066797
Pinus nigra,11.111992,46.07193
Pinus nigra,11.112011,46.07187
Pinus nigra,11.134742,46.039729
Pinus nigra,11.137648,46.066818
Pinus nigra,11.110672,46.072108
Pinus nigra,11.110475,46.072157
Pinus nigra,11.110493,46.07216
Pinus nigra,11.133141,46.039844
Pinus nigra,11.133363,46.039463
Pinus nigra,11.133382,46.039431
Pinus nigra,11.133392,46.039396
Pinus nigra,11.133528,46.038888
Pinus nigra,11.138145,46.04222
Pinus nigra,11.127762,46.052675
Pinus nigra,11.127764,46.052634
Pinus nigra,11.123326,46.07568
Pinus nigra,11.123347,46.075628
Pinus nigra,11.134675,46.039771
Pinus nigra,11.138239,46.041598
Pinus nigra,11.134473,46.039449
Pinus nigra,11.134788,46.039783
Pinus nigra,11.137963,46.041601
Pinus nigra,11.137986,46.041617
Pinus nigra,11.138023,46.042192
Pinus nigra,11.138017,46.041599
Pinus nigra,11.13808,46.042215
Pinus nigra,11.138118,46.042206
Pinus nigra,11.138098,46.041598
Pinus nigra,11.13813,46.04161
Pinus nigra,11.138191,46.042205
Pinus nigra,11.138232,46.042223
Pinus nigra,11.138273,46.042203
Pinus nigra,11.138316,46.042213
Pinus nigra,11.13831,46.041597
Pinus nigra,11.138355,46.042197
Pinus nigra,11.138339,46.041606
Pinus nigra,11.138366,46.041595
Pinus nigra,11.138399,46.041605
Pinus nigra,11.138429,46.042203
Pinus nigra,11.138429,46.041591
Pinus nigra,11.138438,46.04127
Pinus nigra,11.138477,46.042217
Pinus nigra,11.138462,46.0416
Pinus nigra,11.138455,46.041316
Pinus nigra,11.138461,46.041455
Pinus nigra,11.138468,46.041525
Pinus nigra,11.138467,46.041337
Pinus nigra,11.13848,46.041486
Pinus nigra,11.138484,46.041551
Pinus nigra,11.138555,46.042216
Pinus nigra,11.113207,46.072483
Pinus nigra,11.138624,46.042211
Pinus nigra,11.110876,46.072052
Pinus nigra,11.133432,46.039373
Pinus nigra,11.138646,46.042204
Pinus nigra,11.138683,46.042214
Pinus nigra,11.138714,46.042198
Pinus nigra,11.13874,46.042205
Pinus nigra,11.133086,46.040162
Pinus nigra,11.133055,46.040061
Pinus nigra,11.133068,46.039999
Pinus nigra,11.13307,46.039954
Pinus nigra,11.133174,46.039811
Pinus nigra,11.13452,46.039839
Pinus nigra,11.134549,46.03982
Pinus nigra,11.134579,46.0398
Pinus nigra,11.134613,46.03985
Pinus nigra,11.134654,46.039835
Pinus nigra,11.134689,46.039818
Pinus nigra,11.134736,46.039806
Pinus nigra,11.134823,46.039747
Pinus nigra,11.134783,46.039738
Pinus nigra,11.13481,46.039713
Pinus nigra,11.134819,46.039679
Pinus nigra,11.134764,46.039702
Pinus nigra,11.134741,46.039682
Pinus nigra,11.134755,46.039656
Pinus nigra,11.134721,46.039656
Pinus nigra,11.134698,46.039618
Pinus nigra,11.134658,46.039586
Pinus nigra,11.134683,46.039551
Pinus nigra,11.134705,46.039512
Pinus nigra,11.13468,46.03948
Pinus nigra,11.134626,46.03947
Pinus nigra,11.134555,46.039468
Pinus nigra,11.134506,46.039461
Pinus nigra,11.134434,46.039436
Pinus nigra,11.134549,46.039438
Pinus nigra,11.134623,46.03944
Pinus nigra,11.134589,46.039417
Pinus nigra,11.134557,46.03939
Pinus nigra,11.133681,46.054448
Pinus nigra,11.137672,46.066814
Pinus nigra,11.115848,46.068998
Pinus strobus,11.133098,46.039904
Pinus strobus,11.138741,46.041953
Pinus sylvestris,11.138744,46.042086
Pinus sylvestris,11.138746,46.042033
Pinus sylvestris,11.127722,46.052638
Pinus sylvestris,11.138745,46.041994
Pinus sylvestris,11.117727,46.069684
Pinus wallichiana,11.133049,46.040203
Pinus wallichiana,11.133121,46.040028
Pinus wallichiana,11.133401,46.03935
Pinus wallichiana,11.119737,46.077228
Pinus wallichiana,11.123652,46.07602
Pinus bungeana,11.111769,46.052237
Platanus x acerifolia 'Bloodgood',11.116845,46.069871
Platanus x acerifolia 'Bloodgood',11.116967,46.070354
Platanus x acerifolia 'Bloodgood',11.117022,46.070354
Platanus x acerifolia 'Bloodgood',11.117061,46.070367
Platanus x acerifolia 'Bloodgood',11.117091,46.070364
Platanus x acerifolia 'Bloodgood',11.119319,46.056338
Platanus x acerifolia 'Bloodgood',11.132024,46.042709
Platanus x acerifolia 'Bloodgood',11.132026,46.042739
Platanus x acerifolia 'Bloodgood',11.132028,46.042724
Platanus x acerifolia 'Bloodgood',11.132049,46.042734
Platanus x acerifolia 'Bloodgood',11.132063,46.042715
Platanus x acerifolia 'Bloodgood',11.113589,46.064843
Platanus x acerifolia 'Bloodgood',11.113286,46.064063
Platanus x acerifolia 'Bloodgood',11.112442,46.057776
Platanus x acerifolia 'Bloodgood',11.11247,46.058098
Platanus x acerifolia 'Bloodgood',11.11246,46.057953
Platanus x acerifolia 'Bloodgood',11.112474,46.058257
Platanus x acerifolia 'Bloodgood',11.112496,46.058584
Platanus x acerifolia 'Bloodgood',11.112505,46.058751
Platanus x acerifolia 'Bloodgood',11.112486,46.058435
Platanus x acerifolia 'Bloodgood',11.112735,46.061892
Platanus x acerifolia 'Bloodgood',11.112761,46.062067
Platanus x acerifolia 'Bloodgood',11.112393,46.057074
Platanus x acerifolia 'Bloodgood',11.112943,46.062956
Platanus x acerifolia 'Bloodgood',11.112424,46.057455
Platanus x acerifolia 'Bloodgood',11.112867,46.062637
Platanus x acerifolia 'Bloodgood',11.112905,46.062797
Platanus x acerifolia 'Bloodgood',11.112408,46.057292
Platanus x acerifolia 'Bloodgood',11.113119,46.063577
Platanus x acerifolia 'Bloodgood',11.113076,46.063433
Platanus x acerifolia 'Bloodgood',11.1138,46.065307
Platanus x acerifolia 'Bloodgood',11.113178,46.063749
Platanus x acerifolia 'Bloodgood',11.113233,46.063906
Platanus x acerifolia 'Bloodgood',11.113031,46.063275
Platanus x acerifolia 'Bloodgood',11.119231,46.056356
Platanus x acerifolia 'Bloodgood',11.112986,46.063115
Platanus x acerifolia 'Bloodgood',11.113946,46.065616
Platanus x acerifolia 'Bloodgood',11.113869,46.065462
Platanus x acerifolia 'Bloodgood',11.114669,46.066977
Platanus x acerifolia 'Bloodgood',11.114588,46.066824
Platanus x acerifolia 'Bloodgood',11.1145,46.066659
Platanus x acerifolia 'Bloodgood',11.114749,46.067128
Platanus x acerifolia 'Bloodgood',11.114909,46.067428
Platanus x acerifolia 'Bloodgood',11.114025,46.065765
Platanus x acerifolia 'Bloodgood',11.114105,46.065917
Platanus x acerifolia 'Bloodgood',11.112434,46.057613
Platanus x acerifolia 'Bloodgood',11.114344,46.066365
Platanus x acerifolia 'Bloodgood',11.114428,46.066523
Platanus x acerifolia 'Bloodgood',11.114174,46.066044
Platanus x acerifolia 'Bloodgood',11.114258,46.066202
Platanus x acerifolia 'Bloodgood',11.117186,46.079581
Platanus x acerifolia 'Bloodgood',11.111644,46.050508
Platanus x acerifolia 'Bloodgood',11.111616,46.05069
Platanus x acerifolia 'Bloodgood',11.111608,46.05085
Platanus x acerifolia 'Bloodgood',11.111566,46.05104
Platanus x acerifolia 'Bloodgood',11.111557,46.051204
Platanus x acerifolia 'Bloodgood',11.111595,46.051367
Platanus x acerifolia 'Bloodgood',11.111616,46.051519
Platanus x acerifolia 'Bloodgood',11.111622,46.051672
Platanus x acerifolia 'Bloodgood',11.111659,46.051813
Platanus x acerifolia 'Bloodgood',11.111696,46.051977
Platanus x acerifolia 'Bloodgood',11.111757,46.052138
Platanus x acerifolia 'Bloodgood',11.111806,46.052378
Platanus x acerifolia 'Bloodgood',11.111948,46.052828
Platanus x acerifolia 'Bloodgood',11.112059,46.053269
Platanus x acerifolia 'Bloodgood',11.112097,46.053432
Platanus x acerifolia 'Bloodgood',11.112133,46.053977
Platanus x acerifolia 'Bloodgood',11.112183,46.054468
Platanus x acerifolia 'Bloodgood',11.112157,46.054588
Platanus x acerifolia 'Bloodgood',11.112177,46.054719
Platanus x acerifolia 'Bloodgood',11.112198,46.055265
Platanus x acerifolia 'Bloodgood',11.112219,46.055395
Platanus x acerifolia 'Bloodgood',11.112208,46.055537
Platanus x acerifolia 'Bloodgood',11.112245,46.055679
Platanus x acerifolia 'Bloodgood',11.12699,46.067306
Platanus x acerifolia 'Bloodgood',11.116598,46.069483
Platanus x acerifolia 'Bloodgood',11.1166,46.069501
Platanus x acerifolia 'Bloodgood',11.116421,46.069545
Platanus x acerifolia 'Bloodgood',11.123499,46.054763
Platanus x acerifolia 'Bloodgood',11.12357,46.054837
Platanus x acerifolia 'Bloodgood',11.123428,46.054687
Platanus x acerifolia 'Bloodgood',11.123358,46.054613
Platanus x acerifolia 'Bloodgood',11.123282,46.054539
Platanus x acerifolia 'Bloodgood',11.116909,46.079125
Platanus x acerifolia 'Bloodgood',11.116273,46.077962
Platanus x acerifolia 'Bloodgood',11.116525,46.078421
Platanus x acerifolia 'Bloodgood',11.116475,46.078303
Platanus x acerifolia 'Bloodgood',11.1166,46.078536
Platanus x acerifolia 'Bloodgood',11.116147,46.077729
Platanus x acerifolia 'Bloodgood',11.116785,46.078894
Platanus x acerifolia 'Bloodgood',11.11699,46.079265
Platanus x acerifolia 'Bloodgood',11.116212,46.077837
Platanus x acerifolia 'Bloodgood',11.117054,46.079388
Platanus x acerifolia 'Bloodgood',11.116653,46.078655
Platanus x acerifolia 'Bloodgood',11.116344,46.078081
Platanus x acerifolia 'Bloodgood',11.116731,46.078768
Platanus x acerifolia 'Bloodgood',11.117118,46.079499
Platanus x acerifolia 'Bloodgood',11.116852,46.079003
Platanus x acerifolia 'Bloodgood',11.116408,46.078198
Platanus x acerifolia 'Bloodgood',11.124295,46.075783
Platanus x acerifolia 'Bloodgood',11.124192,46.075785
