stateCode,year,min,max
023,1908,43.89,66.68
023,1909,43.17,65.99
023,1910,42.56,65.63
023,1911,44.69,67.48
023,1912,41.21,63.69
023,1913,44.14,66.87
023,1914,43.88,66.1
023,1915,43.44,64.3
023,1916,42.61,66.06
023,1917,39.89,63.73
023,1918,42.95,66.48
023,1919,43.32,66.02
023,1920,42.86,64.58
023,1921,46.3,68.83
023,1922,44.02,67.28
023,1923,43.76,65.58
023,1924,41.04,63.68
023,1925,43.41,66.62
023,1926,42.81,64.77
023,1927,43.84,66.05
023,1928,43.27,65.54
023,1929,41.86,63.78
023,1930,43.43,66.84
023,1931,46.32,68.14
023,1932,43.32,66.42
023,1933,44.89,68.1
023,1934,44.59,68.68
023,1935,44.0,64.43
023,1936,43.11,67.6
023,1937,42.5,64.32
023,1938,45.52,69.0
023,1939,44.48,68.23
023,1940,41.62,64.18
023,1941,45.43,66.88
023,1942,43.62,65.28
023,1943,42.27,65.68
023,1944,43.82,65.58
023,1945,42.88,64.42
023,1946,45.26,68.2
023,1947,43.32,65.49
023,1948,42.76,65.46
023,1949,43.52,65.77
023,1950,41.61,64.12
023,1951,42.0,63.42
023,1952,43.22,67.2
023,1953,44.32,68.91
023,1954,45.12,68.98
023,1955,43.26,66.63
023,1956,43.62,67.82
023,1957,43.96,65.06
023,1958,42.27,63.72
023,1959,43.23,65.35
023,1960,42.12,64.12
023,1961,42.4,64.19
023,1962,42.98,65.08
023,1963,42.62,66.39
023,1964,43.49,66.73
023,1965,43.83,66.22
023,1966,41.9,64.85
023,1967,42.57,64.92
023,1968,42.47,64.23
023,1969,42.73,64.12
023,1970,43.2,64.92
023,1971,43.58,66.12
023,1972,42.99,64.49
023,1973,45.08,65.4
023,1974,43.51,65.38
023,1975,43.77,65.51
023,1976,41.39,65.81
023,1977,44.08,65.62
023,1978,41.68,63.53
023,1979,40.9,63.18
023,1980,43.28,66.65
023,1981,43.88,65.91
023,1982,42.72,64.34
023,1983,43.48,64.46
023,1984,43.48,65.29
023,1985,42.46,63.52
023,1986,45.18,66.66
023,1987,45.28,67.41
023,1988,42.28,66.84
023,1989,41.6,64.47
023,1990,44.98,67.38
023,1991,45.15,66.96
023,1992,43.89,65.12
023,1993,43.06,62.88
023,1994,43.74,65.62
023,1995,43.26,65.11
023,1996,42.17,63.73
023,1997,43.31,64.06
023,1998,47.24,67.08
023,1999,45.07,67.66
023,2000,44.2,66.12
023,2001,44.98,66.63
023,2002,44.27,66.37
023,2003,43.64,65.39
023,2004,44.57,65.34
023,2005,45.31,67.14
023,2006,45.51,68.01
023,2007,45.42,66.95
023,2008,42.81,64.06
023,2009,43.71,64.23
023,2010,44.64,65.8
023,2011,44.92,66.34
023,2012,46.71,70.39
023,2013,43.05,64.18
023,2014,42.11,63.66
023,2015,45.35,66.32
023,2016,46.77,68.12
023,2017,46.11,68.18
023,2018,44.62,65.78
023,2019,44.85,65.09
023,2020,45.29,66.2
023,2021,45.88,66.69
023,2022,43.59,66.48
023,2023,23.81,43.03
024,1895,25.96,52.02
024,1896,27.49,51.39
024,1897,27.52,52.13
024,1898,28.53,51.16
024,1899,26.78,49.39
024,1900,30.97,54.72
024,1901,30.08,53.52
024,1902,28.08,51.51
024,1903,28.21,51.65
024,1904,28.41,53.32
024,1905,28.99,52.24
024,1906,29.79,53.12
024,1907,27.56,50.85
024,1908,29.86,53.16
024,1909,27.88,50.62
024,1910,30.24,54.82
024,1911,27.14,50.32
024,1912,28.31,50.57
024,1913,27.81,51.7
024,1914,29.33,53.56
024,1915,29.96,52.4
024,1916,25.38,48.93
024,1917,27.0,50.8
024,1918,29.71,52.84
024,1919,28.41,52.6
024,1920,29.33,51.72
024,1921,30.39,54.2
024,1922,27.49,51.03
024,1923,29.65,53.14
024,1924,27.81,51.26
024,1925,30.86,53.49
024,1926,30.77,54.2
024,1927,27.79,49.47
024,1928,29.17,53.29
024,1929,26.53,51.1
024,1930,29.73,53.42
024,1931,31.22,56.38
024,1932,28.86,52.07
024,1933,30.03,54.02
024,1934,32.27,57.56
024,1935,28.28,53.08
024,1936,28.12,53.34
024,1937,27.96,52.02
024,1938,30.62,53.92
024,1939,30.34,56.18
024,1940,30.5,54.19
024,1941,31.13,54.53
024,1942,29.07,52.78
024,1943,28.01,53.53
024,1944,28.79,53.72
024,1945,28.53,52.6
024,1946,29.92,53.85
024,1947,29.48,52.9
024,1948,28.38,52.59
024,1949,26.91,53.06
024,1950,26.48,49.82
024,1951,25.72,49.12
024,1952,28.31,53.91
024,1953,31.44,55.75
024,1954,29.48,53.57
024,1955,26.65,50.73
024,1956,28.69,53.42
024,1957,29.12,52.29
024,1958,30.6,54.56
024,1959,28.47,52.01
024,1960,28.73,53.57
024,1961,30.56,55.07
024,1962,29.63,53.42
024,1963,30.34,55.13
024,1964,28.6,52.5
024,1965,28.18,51.28
024,1966,28.63,53.46
024,1967,29.68,53.38
024,1968,28.85,52.49
024,1969,27.59,52.2
024,1970,28.6,52.11
024,1971,28.47,52.31
024,1972,27.98,51.28
024,1973,29.82,54.09
024,1974,30.15,54.63
024,1975,28.08,50.57
024,1976,30.2,55.16
024,1977,29.52,53.65
024,1978,27.43,50.29
024,1979,27.58,52.72
024,1980,29.91,54.34
024,1981,31.65,56.27
024,1982,27.36,50.62
024,1983,30.1,53.58
024,1984,29.84,53.47
024,1985,27.16,51.13
024,1986,31.37,54.59
024,1987,31.83,57.32
024,1988,30.99,57.22
024,1989,28.97,52.66
024,1990,30.16,55.45
024,1991,30.96,54.94
024,1992,31.02,55.95
024,1993,28.18,51.12
024,1994,30.24,55.16
024,1995,29.85,53.62
024,1996,27.38,51.12
024,1997,30.33,54.07
024,1998,31.99,55.71
024,1999,31.82,56.3
024,2000,29.84,54.87
024,2001,31.11,56.22
024,2002,29.29,53.58
024,2003,31.01,55.65
024,2004,30.8,54.82
024,2005,30.79,55.31
024,2006,31.99,56.71
024,2007,31.62,56.41
024,2008,28.81,53.95
024,2009,28.94,53.35
024,2010,29.84,53.28
024,2011,29.8,53.35
024,2012,31.9,57.18
024,2013,30.46,54.32
024,2014,30.05,53.79
024,2015,32.37,57.36
024,2016,32.64,56.59
024,2017,30.98,55.37
024,2018,29.49,53.06
024,2019,28.39,51.36
024,2020,30.96,55.58
024,2021,31.2,56.72
024,2022,29.76,54.38
024,2023,11.72,31.75
025,1895,32.84,60.48
025,1896,34.81,60.93
025,1897,34.76,60.42
025,1898,34.07,60.16
025,1899,32.87,59.88
025,1900,36.64,62.95
025,1901,35.41,61.9
025,1902,34.78,59.88
025,1903,34.45,59.13
025,1904,34.06,61.55
025,1905,34.1,59.32
025,1906,34.98,60.44
025,1907,34.2,60.83
025,1908,35.64,62.07
025,1909,34.09,59.64
025,1910,35.41,63.15
025,1911,35.37,61.86
025,1912,33.48,58.53
025,1913,34.8,61.51
025,1914,35.68,62.01
025,1915,34.87,57.81
025,1916,33.17,60.17
025,1917,32.44,59.35
025,1918,35.1,61.84
025,1919,35.0,59.39
025,1920,35.21,59.97
025,1921,37.55,64.3
025,1922,34.98,62.26
025,1923,35.52,60.74
025,1924,32.84,58.79
025,1925,35.81,61.62
025,1926,36.29,61.56
025,1927,34.93,60.28
025,1928,35.38,61.72
025,1929,33.93,58.67
025,1930,36.01,61.62
025,1931,37.93,64.7
025,1932,34.92,60.54
025,1933,36.9,64.38
025,1934,37.81,66.18
025,1935,36.28,61.16
025,1936,34.61,62.19
025,1937,34.8,60.47
025,1938,37.55,63.97
025,1939,36.7,65.12
025,1940,35.98,61.14
025,1941,37.77,61.51
025,1942,35.91,60.54
025,1943,34.88,63.12
025,1944,35.61,59.96
025,1945,34.98,60.34
025,1946,37.18,63.68
025,1947,35.82,60.79
025,1948,35.18,61.32
025,1949,34.88,60.4
025,1950,32.98,59.67
025,1951,33.23,57.76
025,1952,35.48,61.78
025,1953,37.29,63.17
025,1954,37.62,63.92
025,1955,35.15,61.31
025,1956,35.77,62.76
025,1957,36.14,59.78
025,1958,35.49,60.25
025,1959,35.18,60.74
025,1960,34.43,59.51
025,1961,35.02,60.43
025,1962,35.51,60.83
025,1963,37.07,63.05
025,1964,35.27,61.92
025,1965,35.24,60.37
025,1966,34.43,60.49
025,1967,34.93,61.1
025,1968,35.0,61.03
025,1969,35.62,59.09
025,1970,35.03,61.48
025,1971,35.62,60.43
025,1972,34.82,59.6
025,1973,36.89,60.42
025,1974,35.86,62.6
025,1975,35.13,60.32
025,1976,35.48,62.45
025,1977,37.29,62.34
025,1978,33.67,58.55
025,1979,34.12,58.89
025,1980,36.4,62.59
025,1981,37.53,63.38
025,1982,34.85,59.22
025,1983,36.54,59.28
025,1984,36.37,60.12
025,1985,34.41,59.1
025,1986,38.03,62.47
025,1987,38.07,63.52
025,1988,36.12,63.1
025,1989,34.52,61.46
025,1990,36.96,63.0
025,1991,37.48,62.72
025,1992,36.8,61.03
025,1993,34.73,57.26
025,1994,36.54,61.88
025,1995,36.24,60.85
025,1996,34.41,58.8
025,1997,36.44,60.81
025,1998,38.78,62.42
025,1999,38.0,63.94
025,2000,36.91,62.92
025,2001,38.02,62.62
025,2002,36.88,63.13
025,2003,36.93,62.62
025,2004,37.22,62.4
025,2005,37.96,63.45
025,2006,37.91,64.29
025,2007,37.76,62.18
025,2008,35.18,60.18
025,2009,35.4,59.8
025,2010,37.27,61.38
025,2011,36.29,61.25
025,2012,38.32,67.05
025,2013,36.01,60.9
025,2014,35.18,60.85
025,2015,38.28,63.35
025,2016,38.95,64.32
025,2017,37.98,63.36
025,2018,36.37,60.12
025,2019,35.88,59.1
025,2020,37.49,63.62
025,2021,38.29,63.8
025,2022,35.57,63.64
025,2023,17.1,37.99
026,1895,34.48,61.99
026,1896,37.09,62.38
026,1897,36.46,61.01
026,1898,35.31,61.7
026,1899,36.04,61.42
026,1900,37.52,63.16
026,1901,37.09,62.58
026,1902,36.12,61.68
026,1903,34.97,61.29
026,1904,36.24,63.15
026,1905,34.93,62.23
026,1906,36.17,61.64
026,1907,36.02,61.81
026,1908,34.5,62.48
026,1909,35.78,62.31
026,1910,36.1,64.67
026,1911,33.63,61.38
026,1912,34.07,61.13
026,1913,34.17,61.3
026,1914,36.22,63.25
026,1915,36.0,63.21
026,1916,33.81,61.58
026,1917,34.02,62.26
026,1918,35.58,63.18
026,1919,35.23,63.26
026,1920,35.49,62.36
026,1921,37.32,65.04
026,1922,34.62,61.43
026,1923,34.57,61.54
026,1924,34.2,63.67
026,1925,36.46,63.52
026,1926,37.43,65.59
026,1927,36.28,63.36
026,1928,35.85,64.2
026,1929,34.76,63.69
026,1930,35.04,62.42
026,1931,36.4,64.04
026,1932,34.28,61.83
026,1933,34.25,63.2
026,1934,38.34,67.58
026,1935,35.22,63.01
026,1936,36.17,64.7
026,1937,34.65,62.69
026,1938,36.18,62.09
026,1939,36.38,64.41
026,1940,37.92,64.92
026,1941,36.4,61.64
026,1942,35.06,62.8
026,1943,36.58,63.95
026,1944,33.53,60.96
026,1945,35.36,61.71
026,1946,35.28,62.7
026,1947,35.24,63.8
026,1948,33.45,62.19
026,1949,33.28,61.98
026,1950,36.34,64.75
026,1951,35.28,63.02
026,1952,34.9,62.32
026,1953,35.82,64.23
026,1954,35.77,65.0
026,1955,33.88,61.7
026,1956,34.63,63.69
026,1957,35.24,62.22
026,1958,36.84,65.08
026,1959,35.83,64.85
026,1960,36.22,64.03
026,1961,36.27,63.58
026,1962,35.54,63.54
026,1963,36.32,63.28
026,1964,34.37,61.8
026,1965,35.44,61.85
026,1966,35.88,64.28
026,1967,36.37,62.79
026,1968,36.17,62.97
026,1969,36.55,62.93
026,1970,36.02,62.58
026,1971,35.22,61.51
026,1972,36.11,62.59
026,1973,36.38,62.24
026,1974,36.38,63.86
026,1975,35.16,61.33
026,1976,35.3,63.72
026,1977,36.47,64.17
026,1978,36.4,62.34
026,1979,36.12,63.15
026,1980,37.03,63.62
026,1981,38.24,65.4
026,1982,35.79,60.4
026,1983,37.73,61.21
026,1984,36.12,61.42
026,1985,35.12,62.22
026,1986,37.98,64.92
026,1987,37.33,63.78
026,1988,36.86,64.48
026,1989,36.01,64.23
026,1990,36.24,63.87
026,1991,36.57,63.19
026,1992,38.02,64.68
026,1993,35.53,61.7
026,1994,37.22,64.27
026,1995,37.65,64.23
026,1996,37.95,65.13
026,1997,37.28,63.86
026,1998,36.67,61.69
026,1999,36.29,64.81
026,2000,37.82,65.15
026,2001,37.75,65.35
026,2002,36.52,65.08
026,2003,38.69,65.78
026,2004,37.59,64.08
026,2005,37.49,63.82
026,2006,36.94,64.65
026,2007,37.25,65.79
026,2008,36.35,64.5
026,2009,36.57,64.19
026,2010,37.01,63.11
026,2011,35.82,63.32
026,2012,38.14,66.6
026,2013,36.57,64.42
026,2014,39.36,66.73
026,2015,39.51,66.27
026,2016,38.42,65.42
026,2017,38.75,65.69
026,2018,38.31,65.71
026,2019,36.94,62.81
026,2020,38.06,66.8
026,2021,38.82,66.22
026,2022,37.68,65.33
026,2023,15.85,37.8
027,1895,30.04,53.02
027,1896,30.89,52.28
027,1897,30.95,52.85
027,1898,32.09,53.52
027,1899,30.56,52.64
027,1900,30.63,53.43
027,1901,31.07,52.22
027,1902,30.98,52.42
027,1903,30.46,52.62
027,1904,27.83,49.68
027,1905,29.07,51.63
027,1906,30.22,53.01
027,1907,28.92,50.66
027,1908,30.52,54.1
027,1909,30.64,52.52
027,1910,30.98,53.17
027,1911,30.58,53.52
027,1912,29.67,51.95
027,1913,32.32,54.88
027,1914,28.92,51.92
027,1915,32.26,53.4
027,1916,30.27,51.95
027,1917,28.25,49.48
027,1918,29.62,52.32
027,1919,31.75,53.6
027,1920,30.51,52.18
027,1921,32.11,55.27
027,1922,30.82,53.16
027,1923,29.15,52.5
027,1924,29.18,52.18
027,1925,30.63,52.64
027,1926,28.2,50.44
027,1927,31.62,53.59
027,1928,31.78,52.81
027,1929,30.78,53.25
027,1930,31.71,54.29
027,1931,33.07,55.12
027,1932,32.08,54.23
027,1933,31.56,53.03
027,1934,29.89,52.71
027,1935,30.38,52.52
027,1936,30.8,52.94
027,1937,32.5,54.28
027,1938,32.22,54.68
027,1939,30.31,52.82
027,1940,29.58,51.48
027,1941,30.99,54.72
027,1942,31.82,54.07
027,1943,29.78,51.92
027,1944,30.46,53.68
027,1945,31.34,53.76
027,1946,30.96,55.08
027,1947,31.35,54.11
027,1948,30.27,54.24
027,1949,33.55,56.61
027,1950,31.33,54.1
027,1951,32.23,54.04
027,1952,32.72,54.74
027,1953,33.71,56.72
027,1954,32.22,53.16
027,1955,32.15,53.89
027,1956,30.38,52.71
027,1957,31.46,55.3
027,1958,30.61,52.01
027,1959,32.14,54.32
027,1960,31.46,53.82
027,1961,31.78,53.86
027,1962,29.74,52.48
027,1963,30.01,53.68
027,1964,30.52,53.8
027,1965,30.38,52.88
027,1966,30.88,53.74
027,1967,30.6,52.66
027,1968,30.7,52.83
027,1969,32.09,53.36
027,1970,31.3,53.33
027,1971,30.85,53.61
027,1972,30.61,51.75
027,1973,33.98,54.82
027,1974,31.38,53.28
027,1975,32.39,54.31
027,1976,30.37,53.07
027,1977,32.02,53.47
027,1978,29.67,52.66
027,1979,33.23,53.72
027,1980,30.63,52.69
027,1981,32.61,53.86
027,1982,30.64,53.45
027,1983,33.29,54.72
027,1984,32.52,54.58
027,1985,31.34,53.49
027,1986,31.91,53.48
027,1987,32.09,54.04
027,1988,31.58,53.82
027,1989,30.62,52.81
027,1990,34.07,55.85
027,1991,33.29,55.73
027,1992,31.12,52.48
027,1993,31.29,53.75
027,1994,31.62,53.82
027,1995,32.5,54.06
027,1996,32.72,53.19
027,1997,31.57,53.04
027,1998,35.47,56.51
027,1999,34.17,56.61
027,2000,32.42,53.52
027,2001,33.01,56.12
027,2002,33.82,55.21
027,2003,31.82,53.2
027,2004,32.35,53.61
027,2005,33.33,54.72
027,2006,35.73,55.84
027,2007,32.3,53.88
027,2008,33.14,54.54
027,2009,32.37,53.54
027,2010,35.81,56.14
027,2011,34.49,55.38
027,2012,36.03,57.16
027,2013,33.61,54.79
027,2014,32.51,53.58
027,2015,32.28,54.98
027,2016,34.71,56.75
027,2017,34.56,55.27
027,2018,34.38,54.54
027,2019,32.67,53.82
027,2020,35.18,56.52
027,2021,35.99,56.12
027,2022,34.26,56.56
027,2023,16.25,32.84
028,1895,39.32,60.29
028,1896,40.62,60.41
028,1897,40.72,60.35
028,1898,42.08,61.1
028,1899,40.28,60.38
028,1900,41.68,62.17
028,1901,40.39,59.34
028,1902,40.69,60.42
028,1903,40.52,60.14
028,1904,37.91,57.72
028,1905,39.7,59.94
028,1906,42.07,60.82
028,1907,39.05,58.52
028,1908,41.09,61.39
028,1909,40.39,60.73
028,1910,40.28,60.64
028,1911,41.31,61.22
028,1912,39.86,60.22
028,1913,42.47,63.16
028,1914,39.47,60.2
028,1915,41.02,60.93
028,1916,39.94,59.77
028,1917,38.36,58.3
028,1918,39.85,61.01
028,1919,41.69,61.47
028,1920,40.24,59.86
028,1921,42.51,63.57
028,1922,41.28,61.52
028,1923,40.03,61.22
028,1924,39.07,59.69
028,1925,40.51,61.64
028,1926,38.89,58.89
028,1927,40.7,61.08
028,1928,40.92,60.72
028,1929,40.77,61.84
028,1930,40.93,62.42
028,1931,43.13,63.38
028,1932,41.68,62.82
028,1933,41.83,61.86
028,1934,40.07,60.92
028,1935,40.43,60.55
028,1936,40.52,61.39
028,1937,41.53,61.75
028,1938,41.79,62.54
028,1939,41.4,62.16
028,1940,39.1,58.65
028,1941,40.98,62.82
028,1942,41.34,61.62
028,1943,40.2,61.61
028,1944,41.04,61.92
028,1945,41.3,61.75
028,1946,41.78,63.5
028,1947,41.02,61.4
028,1948,40.96,61.54
028,1949,43.31,64.38
028,1950,41.04,61.07
028,1951,41.72,62.55
028,1952,42.39,62.6
028,1953,42.82,64.23
028,1954,41.62,62.78
028,1955,41.8,62.37
028,1956,41.4,61.18
028,1957,42.13,62.83
028,1958,40.49,59.55
028,1959,42.64,63.17
028,1960,40.89,61.22
028,1961,41.57,61.4
028,1962,39.98,60.48
028,1963,39.57,61.36
028,1964,40.74,62.5
028,1965,40.55,61.53
028,1966,40.77,61.52
028,1967,40.23,60.45
028,1968,40.94,61.68
028,1969,41.48,61.03
028,1970,41.54,61.31
028,1971,42.2,61.71
028,1972,41.32,60.62
028,1973,43.45,63.38
028,1974,41.86,62.34
028,1975,43.18,62.42
028,1976,40.52,61.66
028,1977,41.61,62.05
028,1978,40.17,60.29
028,1979,42.02,61.22
028,1980,41.24,62.01
028,1981,41.33,61.61
028,1982,41.17,61.63
028,1983,42.47,62.78
028,1984,42.32,62.12
028,1985,42.36,62.68
028,1986,42.11,62.44
028,1987,42.25,62.5
028,1988,40.99,62.16
028,1989,41.72,61.18
028,1990,44.23,64.68
028,1991,43.77,64.97
028,1992,41.47,60.98
028,1993,42.09,62.36
028,1994,41.61,62.77
028,1995,42.28,62.63
028,1996,41.92,61.15
028,1997,41.71,62.39
028,1998,45.11,65.21
028,1999,43.53,64.62
028,2000,42.25,62.15
028,2001,43.09,64.2
028,2002,43.96,64.68
028,2003,42.49,61.2
028,2004,43.48,62.54
028,2005,43.4,63.51
028,2006,44.84,65.12
028,2007,43.53,63.64
028,2008,43.29,63.96
028,2009,43.28,62.18
028,2010,44.68,64.67
028,2011,45.02,64.71
028,2012,46.02,65.68
028,2013,43.63,62.78
028,2014,41.92,61.98
028,2015,43.63,64.07
028,2016,44.57,65.36
028,2017,44.88,64.31
028,2018,44.9,63.44
028,2019,44.5,64.04
028,2020,45.82,65.19
028,2021,45.36,64.8
028,2022,43.92,64.79
028,2023,23.19,40.22
029,1895,37.08,65.25
029,1896,39.17,68.4
029,1897,38.8,66.15
029,1898,37.78,66.37
029,1899,37.82,67.21
029,1900,38.9,68.55
029,1901,38.72,68.14
029,1902,38.32,67.87
029,1903,36.88,66.63
029,1904,38.39,67.55
029,1905,38.82,64.52
029,1906,38.42,65.98
029,1907,39.2,67.18
029,1908,37.49,66.72
029,1909,37.71,67.12
029,1910,39.33,69.97
029,1911,39.37,66.62
029,1912,35.9,65.6
029,1913,36.82,65.15
029,1914,38.89,66.81
029,1915,36.95,65.75
029,1916,38.38,67.96
029,1917,37.05,67.93
029,1918,38.07,66.41
029,1919,37.93,65.24
029,1920,37.6,66.3
029,1921,39.12,68.77
029,1922,38.32,68.08
029,1923,38.4,65.82
029,1924,36.89,67.59
029,1925,38.38,67.97
029,1926,38.42,66.6
029,1927,39.08,68.79
029,1928,37.97,67.37
029,1929,37.05,66.33
029,1930,37.2,67.23
029,1931,38.38,66.52
029,1932,37.06,66.19
029,1933,37.57,68.28
029,1934,39.52,71.0
029,1935,38.78,67.27
029,1936,38.48,68.02
029,1937,37.87,67.7
029,1938,38.12,67.96
029,1939,37.46,68.12
029,1940,38.47,67.69
029,1941,38.76,65.33
029,1942,37.28,67.78
029,1943,37.99,69.16
029,1944,37.04,66.58
029,1945,37.02,68.68
029,1946,38.27,68.9
029,1947,37.28,68.02
029,1948,37.31,67.64
029,1949,37.15,67.03
029,1950,37.68,70.77
029,1951,37.34,68.56
029,1952,37.55,67.87
029,1953,37.47,69.19
029,1954,39.26,70.62
029,1955,37.15,67.93
029,1956,36.96,69.82
029,1957,39.18,67.0
029,1958,38.72,67.67
029,1959,37.57,68.38
029,1960,37.16,67.33
029,1961,37.18,67.14
029,1962,38.11,68.46
029,1963,38.07,68.98
029,1964,36.42,67.01
029,1965,37.75,67.39
029,1966,37.36,67.78
029,1967,37.75,68.25
029,1968,37.18,66.75
029,1969,38.69,67.67
029,1970,37.01,67.48
029,1971,37.03,67.38
029,1972,37.94,68.11
029,1973,36.38,66.58
029,1974,37.63,67.88
029,1975,35.98,66.74
029,1976,36.43,67.27
029,1977,38.55,68.84
029,1978,38.9,67.55
029,1979,36.82,66.78
029,1980,38.36,68.92
029,1981,39.41,69.29
029,1982,38.28,66.88
029,1983,38.28,66.73
029,1984,38.01,66.75
029,1985,38.28,67.38
029,1986,39.32,67.81
029,1987,37.14,66.71
029,1988,37.58,67.68
029,1989,38.18,69.83
029,1990,38.46,68.01
029,1991,38.11,66.91
029,1992,38.03,67.06
029,1993,38.25,68.02
029,1994,39.19,69.68
029,1995,39.09,69.52
029,1996,39.38,69.97
029,1997,38.51,67.26
029,1998,39.22,69.15
029,1999,38.65,69.98
029,2000,39.89,70.53
029,2001,39.48,69.62
029,2002,39.07,69.69
029,2003,40.07,70.87
029,2004,39.17,67.88
029,2005,39.93,69.47
029,2006,39.51,70.01
029,2007,39.22,69.13
029,2008,38.22,69.06
029,2009,38.92,69.64
029,2010,39.23,69.08
029,2011,38.93,70.29
029,2012,40.14,71.81
029,2013,38.66,68.68
029,2014,39.82,69.82
029,2015,40.66,69.23
029,2016,40.46,70.58
029,2017,41.12,71.66
029,2018,40.31,70.68
029,2019,39.72,69.21
029,2020,40.41,71.61
029,2021,40.29,70.57
029,2022,39.62,69.66
029,2023,19.03,44.55
030,1895,33.04,53.88
030,1896,34.27,53.86
030,1897,34.48,54.23
030,1898,36.47,55.42
030,1899,34.72,54.63
030,1900,35.14,55.25
030,1901,34.58,53.17
030,1902,34.59,53.72
030,1903,34.41,53.7
030,1904,31.45,51.13
030,1905,33.28,53.05
030,1906,34.68,54.54
030,1907,32.75,52.27
030,1908,34.29,55.27
030,1909,34.28,53.86
030,1910,34.09,54.16
030,1911,34.78,55.08
030,1912,33.06,52.88
030,1913,35.68,56.5
030,1914,32.69,53.18
030,1915,34.84,54.28
030,1916,33.63,53.92
030,1917,31.4,50.72
030,1918,33.12,54.48
030,1919,35.05,55.21
030,1920,33.36,53.53
030,1921,36.32,57.42
030,1922,34.56,55.33
030,1923,32.61,54.07
030,1924,32.12,52.66
030,1925,33.7,54.36
030,1926,31.56,51.74
030,1927,34.44,54.62
030,1928,34.64,54.09
030,1929,33.86,54.38
030,1930,34.67,55.79
030,1931,36.45,57.02
030,1932,35.22,55.53
030,1933,35.04,55.66
030,1934,32.8,54.6
030,1935,33.29,53.5
030,1936,33.68,54.89
030,1937,35.43,54.93
030,1938,35.2,56.32
030,1939,33.8,55.03
030,1940,32.35,52.03
030,1941,34.33,55.99
030,1942,35.07,54.86
030,1943,33.2,53.32
030,1944,34.34,54.99
030,1945,34.52,54.58
030,1946,34.73,56.8
030,1947,34.68,54.93
030,1948,33.99,55.42
030,1949,36.44,57.77
030,1950,33.91,54.42
030,1951,35.02,54.98
030,1952,35.82,55.94
030,1953,36.68,57.43
030,1954,35.02,55.04
030,1955,35.05,55.74
030,1956,33.89,53.78
030,1957,35.02,55.74
030,1958,33.33,52.83
030,1959,35.25,55.62
030,1960,34.19,54.32
030,1961,34.93,54.62
030,1962,33.0,53.9
030,1963,32.47,54.12
030,1964,34.12,55.73
030,1965,33.48,53.86
030,1966,33.74,54.36
030,1967,33.85,53.65
030,1968,33.73,54.12
030,1969,34.34,53.96
030,1970,34.05,54.12
030,1971,34.26,54.39
030,1972,33.43,52.76
030,1973,36.55,56.2
030,1974,34.22,54.16
030,1975,35.71,55.27
030,1976,32.88,53.48
030,1977,34.76,54.26
030,1978,32.57,53.18
030,1979,34.87,54.32
030,1980,33.49,53.72
030,1981,34.88,54.43
030,1982,33.89,54.81
030,1983,35.57,55.5
030,1984,35.33,55.05
030,1985,34.77,54.58
030,1986,35.47,54.72
030,1987,35.66,55.63
030,1988,34.47,55.22
030,1989,33.7,53.91
030,1990,37.34,57.18
030,1991,36.8,57.39
030,1992,34.13,53.35
030,1993,34.04,54.28
030,1994,34.04,54.66
030,1995,35.14,55.26
030,1996,35.05,54.0
030,1997,34.38,54.31
030,1998,38.65,58.03
030,1999,36.37,57.42
030,2000,35.15,54.63
030,2001,36.76,57.12
030,2002,36.91,56.74
030,2003,34.66,54.36
030,2004,35.39,54.9
030,2005,36.06,56.41
030,2006,38.12,57.12
030,2007,35.45,55.84
030,2008,35.76,55.81
030,2009,35.14,54.88
030,2010,37.71,56.8
030,2011,37.48,56.75
030,2012,38.91,58.79
030,2013,36.06,55.41
030,2014,34.69,54.32
030,2015,35.15,56.21
030,2016,37.26,58.02
030,2017,37.25,56.58
030,2018,36.92,55.46
030,2019,35.38,55.16
030,2020,38.05,57.57
030,2021,38.28,57.18
030,2022,36.03,57.04
030,2023,17.31,33.91
031,1895,45.83,67.88
031,1896,48.18,70.23
031,1897,47.83,69.92
031,1898,48.32,69.62
031,1899,47.14,69.56
031,1900,48.06,70.79
031,1901,45.97,67.82
031,1902,46.94,69.42
031,1903,46.9,68.82
031,1904,45.03,67.9
031,1905,46.74,68.58
031,1906,47.83,69.58
031,1907,46.42,69.18
031,1908,47.33,69.92
031,1909,46.53,69.88
031,1910,46.37,69.01
031,1911,48.36,71.19
031,1912,46.72,68.78
031,1913,48.03,70.72
031,1914,46.51,69.12
031,1915,46.88,69.41
031,1916,46.89,70.18
031,1917,44.92,67.84
031,1918,47.05,69.74
031,1919,47.77,70.85
031,1920,46.27,68.61
031,1921,49.26,72.23
031,1922,48.78,70.27
031,1923,47.64,70.2
031,1924,45.85,68.66
031,1925,47.94,71.18
031,1926,46.76,70.1
031,1927,48.18,70.68
031,1928,46.88,69.26
031,1929,47.71,69.36
031,1930,46.86,70.27
031,1931,47.45,71.77
031,1932,48.42,71.52
031,1933,48.68,72.25
031,1934,47.51,70.08
031,1935,47.51,69.74
031,1936,47.41,69.87
031,1937,47.46,69.56
031,1938,48.41,71.12
031,1939,48.14,71.63
031,1940,45.57,68.69
031,1941,47.01,71.23
031,1942,47.44,70.52
031,1943,46.44,70.87
031,1944,46.82,70.08
031,1945,48.08,70.42
031,1946,48.26,71.05
031,1947,46.7,68.98
031,1948,47.75,70.18
031,1949,49.4,71.09
031,1950,47.58,69.92
031,1951,47.07,70.57
