scientific_name,longitude_coordinate,latitude_coordinate,state
Acer paxii,-117.9477184,33.78068655,California
Acer saccharinum,-117.9442161,33.75553306,California
Gleditsia triacanthos,-117.943806,33.73390876,California
Photinia fraseri,-117.9437407,33.73618814,California
Ravenea rivularis,-117.9434355,33.74755808,California
Ginkgo biloba,-117.9435647,33.76521653,California
Wodyetia bifurcata,-117.9430672,33.73392229,California
Podocarpus gracilior,-117.9459236,33.80301567,California
Cedrus deodara,-117.9449227,33.78361418,California
Laurus nobilis,-117.9438559,33.78646629,California
Diospyros kaki,-117.9429483,33.78963057,California
Corymbia citriodora,-117.9421129,33.7813397,California
Citrus sinensis,-117.9829248,33.80157219,California
Melaleuca quinquenervia,-117.982153,33.8013237,California
Juniperus chinensis 'Torulosa',-117.9628081,33.80100274,California
Persea americana,-117.9636294,33.80084315,California
Sequoia sempervirens,-117.9745264,33.80076929,California
Yucca gloriosa,-117.9631109,33.80037292,California
Erythrina caffra,-117.9347111,33.76448721,California
Eriobotrya japonica,-117.934148,33.7629148,California
Robinia pseudoacacia,-117.9336059,33.76523957,California
Prunus armeniaca,-117.9725317,33.79954744,California
Prunus,-117.9725507,33.79959017,California
Cupressus leylandii,-117.9714722,33.79927494,California
Rhaphiolepis indica,-117.9333957,33.76514547,California
Betula pendula,-117.9364182,33.78463263,California
Acacia baileyana,-117.9808579,33.79877476,California
Citrus paradisi,-117.9324768,33.76369115,California
Phoenix dactylifera,-117.9622611,33.79825127,California
Leptospermum scoparium,-117.9278433,33.79781668,California
Juglans,-117.9309647,33.76461868,California
Syzygium paniculatum,-117.9552309,33.79726685,California
Acer palmatum,-117.9337753,33.79047243,California
Lagunaria patersonii,-117.9334047,33.77570248,California
Chilopsis linearis,-117.9259081,33.7966624,California
Psidium cattleianum,-117.9333051,33.77805947,California
Brahea edulis,-117.9619021,33.79626908,California
Quercus ilex,-117.9825753,33.79563143,California
Tipuana tipu,-117.9319095,33.78552374,California
Livistona chinensis,-117.9247895,33.79575925,California
Sabal palmetto,-117.9247947,33.795794,California
Butia capitata,-117.9248024,33.79566219,California
Eucalyptus nicholii,-117.9562774,33.79479711,California
Brachychiton,-117.9311424,33.79297026,California
Araucaria columnaris,-117.9428812,33.79467487,California
Eucalyptus,-117.9676288,33.7943016,California
Schinus molle,-117.9297982,33.79072889,California
Leptospermum laevigatum,-117.9297119,33.79009198,California
Zelkova serrata,-117.9296373,33.79218466,California
Acacia stenophylla,-117.9256582,33.77015406,California
Dypsis decaryi,-117.9256864,33.77015433,California
Brahea armata,-117.9255877,33.77013466,California
Ficus carica,-117.9250642,33.77026876,California
Ficus religiosa,-117.982208,33.79249202,California
Dypsis lutescens,-117.9284063,33.79161081,California
Magnolia,-117.9265256,33.78483558,California
Cassia leptophylla,-117.9382454,33.79111593,California
Tecoma stans,-117.9383205,33.79114236,California
Roystonea regia,-117.9265485,33.78721008,California
Ulmus pumila,-117.9560186,33.79095103,California
Magnolia soulangeana,-117.9051036,33.79046613,California
Myoporum,-118.014689,33.78970055,California
Schefflera actinophylla,-117.9247752,33.79001865,California
Ceiba speciosa,-117.9526793,33.78921556,California
Beaucarnea recurvata,-117.9246114,33.79290706,California
Ligustrum japonicum,-118.0203222,33.78864069,California
Quercus agrifolia,-117.9281342,33.78917809,California
Psidium guajava,-117.9284471,33.7878974,California
Eucalyptus globulus,-117.9674777,33.78621142,California
Pithecellobium dulce,-117.9227324,33.79389517,California
Vachellia farnesiana,-117.9174151,33.78658531,California
Prosopis chilensis,-117.9174323,33.78648104,California
Acer negundo,-117.9262686,33.78621861,California
Trithrinax,-117.9205996,33.79526799,California
Fraxinus oxycarpa,-118.0245896,33.7855022,California
Citrus reticulata,-117.9369659,33.78472783,California
Citrus limon,-117.9368149,33.78472566,California
Dracaena,-117.9016296,33.78498297,California
Ficus lyrata,-117.9372643,33.78447677,California
Macadamia integrifolia,-117.915017,33.77119909,California
Quercus suber,-117.9401204,33.78401739,California
Populus fremontii,-117.9082774,33.78393542,California
Arbutus unedo,-117.9522677,33.78355252,California
Koelreuteria paniculata,-117.8976008,33.78340062,California
Geijera parviflora,-117.9831592,33.78249436,California
Calocedrus decurrens,-117.9697899,33.78224854,California
Eucalyptus robusta,-117.9132703,33.76725526,California
Erythrina crista-galli,-117.9496198,33.78217257,California
Platycladus orientalis,-117.9189945,33.78235877,California
Phoenix rupicola,-117.9650201,33.78216934,California
Juglans regia,-117.9663882,33.78166543,California
Viburnum tinus,-117.9684991,33.78161996,California
Tabebuia chrysotricha,-117.9557021,33.77920494,California
Bismarckia nobilis,-117.9641644,33.77846979,California
Pistacia chinensis,-117.9078828,33.76372124,California
Stenocarpus sinuatus,-117.9074116,33.76632408,California
Alnus rhombifolia,-118.0354452,33.77678916,California
Acacia melanoxylon,-117.9882771,33.77666473,California
Rhus lancea,-118.030742,33.77671431,California
Acacia,-118.0230477,33.77614184,California
Ficus elastica,-117.9100303,33.77643047,California
Hibiscus rosa-sinensis,-118.0298791,33.77588806,California
Casimiroa edulis,-117.9645273,33.77504627,California
Liriodendron tulipifera,-117.9834253,33.77241807,California
Thevetia peruviana,-117.895807,33.77285545,California
Erythrina coralloides,-117.915525,33.77154022,California
Ailanthus altissima,-117.9154899,33.7708587,California
Radermachera sinica,-117.9663717,33.76860779,California
Magnolia champaca,-117.966507,33.76830762,California
Punica granatum,-117.9633267,33.76700104,California
Acer buergerianum,-117.9796268,33.76407953,California
Salix babylonica,-117.9516667,33.76412941,California
Ilex altaclarensis,-117.9780958,33.76397016,California
Pinus attenuata,-117.9526328,33.76370407,California
Eucalyptus cladocalyx,-117.9524262,33.76326635,California
Neoblechnum brasiliense,-117.9115227,33.76262566,California
Ziziphus jujuba,-117.9596059,33.75061278,California
Chitalpa tashkentensis,-117.9353496,33.77705202,California
Sophora japonica,-117.9372519,33.77687116,California
Agonis flexuosa,-117.9372099,33.7766816,California
Eucalyptus grandis,-117.9374707,33.77718647,California
Ficus rubiginosa,-117.9376151,33.77705675,California
Eucalyptus camaldulensis,-117.9379213,33.77730462,California
Cocculus laurifolius,-117.9538654,33.79349361,California
Celtis sinensis,-117.9542268,33.79349282,California
Ficus macrophylla,-117.9675988,33.76212084,California
Strelitzia nicolai,-117.9679686,33.76464513,California
Dodonaea viscosa,-117.9673718,33.76534125,California
Caryota mitis,-117.9662616,33.76404121,California
Quercus douglasii,-117.9666786,33.76477422,California
Cedrus atlantica,-117.9676271,33.76446876,California
Parkinsonia aculeata,-117.9661568,33.76526764,California
Alnus cordata,-117.9718218,33.79206206,California
Cupressus glabra,-117.9403419,33.77717753,California
Albizia julibrissin,-118.0378509,33.78081217,California
Harpephyllum caffrum,-118.0385528,33.78037958,California
Phoenix roebelenii,-118.0388895,33.77842514,California
Cercis,-118.0382473,33.77849315,California
Cornus florida,-118.0163367,33.77957248,California
Triadica sebifera,-118.0161004,33.78816101,California
Annona cherimola,-117.9835268,33.79690102,California
Cunonia capensis,-117.9786551,33.79966771,California
Acer rubrum,-117.9693245,33.78120484,California
Maytenus boaria,-117.9648141,33.77077276,California
Dracaena draco,-117.964207,33.80205431,California
Catalpa speciosa,-117.9633062,33.79178558,California
Litchi chinensis,-117.9613224,33.79219866,California
Malus sylvestris,-117.9327902,33.79155718,California
Pittosporum viridiflorum,-117.9316342,33.79261681,California
Prosopis,-117.9231532,33.79453152,California
Pittosporum floribundum,-117.9340912,33.76569458,California
Melaleuca,-117.933322,33.77659109,California
Melaleuca nesophila,-117.9367102,33.77552844,California
Carya illinoinensis,-117.9332279,33.77652115,California
Prunus lyonii,-117.9722182,33.78811382,California
Melaleuca linariifolia,-117.9281121,33.7617576,California
Heteromeles arbutifolia,-117.9284679,33.76205733,California
Chamaerops humilis,-117.913853,33.76739812,California
Conocarpus erectus,-157.7305771,21.37008053,Hawaii
Tabebuia heterophylla,-157.8543587,21.29199034,Hawaii
Azadirachta indica,-157.7842765,21.4049919,Hawaii
Guaiacum officinale,-157.7331993,21.38687848,Hawaii
Citrus limon,-157.7297551,21.38128633,Hawaii
Cassia fistula,-157.8237903,21.3042164,Hawaii
Cocos nucifera,-157.8476498,21.28525004,Hawaii
Tabebuia berteroi,-157.7310109,21.37644071,Hawaii
Tabebuia roseoalba,-157.7337546,21.39766721,Hawaii
Harpullia pendula,-157.8463087,21.29903571,Hawaii
Annona muricata,-157.7235494,21.37221326,Hawaii
Cassia nealiae,-157.7332789,21.38498542,Hawaii
Fagraea berteroana,-157.8120577,21.40922562,Hawaii
Podocarpus,-157.825899,21.29810067,Hawaii
Plumeria pudica,-157.8038889,21.29464002,Hawaii
Plumeria,-157.8085217,21.43207891,Hawaii
Cassia javanica,-157.8049239,21.33000888,Hawaii
Macaranga tanarius,-157.729562,21.38104157,Hawaii
Ilex paraguariensis,-157.7697792,21.36720539,Hawaii
Carica papaya,-157.8377065,21.43133036,Hawaii
Michelia alba,-157.7393442,21.39364397,Hawaii
Metrosideros polymorpha,-157.8120734,21.40932803,Hawaii
Schefflera actinophylla,-157.7344314,21.3872506,Hawaii
Morinda citrifolia,-157.7320766,21.38546046,Hawaii
Pterocarpus dalbergioides,-157.7705532,21.36846211,Hawaii
Thespesia populnea,-157.7863459,21.4034197,Hawaii
Adonidia merrillii,-157.7527376,21.41604173,Hawaii
Aleurites moluccanus,-157.8055596,21.32647299,Hawaii
Cordia subcordata,-157.7132437,21.388692,Hawaii
Acacia koa,-157.811785,21.40670654,Hawaii
Calophyllum inophyllum,-157.8255558,21.29711582,Hawaii
Hibiscus arnottianus,-157.816457,21.30031,Hawaii
Hibiscus tilliaceus,-157.7342287,21.39428628,Hawaii
Cordia sebestena,-157.7133382,21.3885871,Hawaii
Psidium guajava,-157.8126927,21.40756044,Hawaii
Lagerstroemia speciosa,-157.801671,21.32793442,Hawaii
Gardenia brighamii,-157.8157171,21.30199463,Hawaii
Wodyetia bifurcata,-157.7110361,21.38491971,Hawaii
Caryota mitis,-157.7311805,21.37234486,Hawaii
Citharexylum spinosum,-157.7900246,21.3013324,Hawaii
Cascabela thevetia,-157.7909631,21.2847629,Hawaii
Clusia rosea,-157.7423014,21.40287655,Hawaii
Spathodea campanulata,-157.8008111,21.2843122,Hawaii
Cananga odorata,-157.8195865,21.30506581,Hawaii
Swietenia mahagoni,-157.8569913,21.30984614,Hawaii
Psidium cattleianum,-157.7217125,21.37736146,Hawaii
Chrysophyllum oliviforme,-157.7336329,21.3676854,Hawaii
Delonix regia,-157.7344318,21.39460984,Hawaii
Callistemon citrinus,-157.8108238,21.40238709,Hawaii
Melaleuca quinquenervia,-157.7361243,21.37158897,Hawaii
Arecaceae,-157.7924439,21.38425721,Hawaii
Murraya paniculata,-157.7957278,21.27038026,Hawaii
Magnolia grandiflora,-157.819718,21.30447607,Hawaii
Ptychosperma macarthurii,-157.8151646,21.40949685,Hawaii
Casuarina equisetifolia,-157.723255,21.39563064,Hawaii
Handroanthus ochraceus,-157.721765,21.37743672,Hawaii
Roseodendron donnell-smithii,-157.7971981,21.25926251,Hawaii
Gardenia taitensis,-157.819153,21.300366,Hawaii
Acacia confusa,-157.7907749,21.29556174,Hawaii
Filicium decipiens,-157.8030011,21.4263437,Hawaii
Cassine orientalis,-157.8605354,21.33763072,Hawaii
Terminalia catappa,-157.7428043,21.39677005,Hawaii
Phoenix,-157.7155191,21.39123774,Hawaii
Lagerstroemia indica,-157.8024285,21.42262836,Hawaii
Ficus carica,-157.8117333,21.41045833,Hawaii
Radermachera sinica,-157.7661254,21.41278101,Hawaii
Artocarpus altilis,-157.8162206,21.28522796,Hawaii
Ochna serrulata,-157.732799,21.38015736,Hawaii
Tournefortia argentea,-157.8504185,21.28970612,Hawaii
Ficus,-157.8552458,21.30382135,Hawaii
Persea americana,-157.7417711,21.37929333,Hawaii
Archontophoenix alexandrae,-157.8096396,21.29358165,Hawaii
Psydrax odorata,-157.8121695,21.40640053,Hawaii
Catalpa longissima,-157.798854,21.2770121,Hawaii
Spondias dulcis,-157.7966109,21.38762567,Hawaii
Veitchia arecina,-157.8246197,21.29873369,Hawaii
Tabebuia,-157.8088322,21.41124205,Hawaii
Sapindus saponaria,-157.7387586,21.37383126,Hawaii
Tabebuia aurea,-157.8076388,21.41976717,Hawaii
Coccoloba uvifera,-157.7222538,21.39523568,Hawaii
Senna surattensis,-157.8233002,21.30684367,Hawaii
Roystonea,-157.8031687,21.29580833,Hawaii
Beaucarnea recurvata,-157.7264417,21.37263851,Hawaii
Plumeria obtusa,-157.7880128,21.2852981,Hawaii
Podocarpus neriifolius,-157.8211068,21.30646537,Hawaii
Albizia saman,-157.7420948,21.39403232,Hawaii
Moringa oleifera,-157.8213165,21.30647165,Hawaii
Heritiera littoralis,-157.7953105,21.30019412,Hawaii
Tabernaemontana litoralis,-157.8061035,21.3982903,Hawaii
Ficus elastica,-157.8185141,21.26399286,Hawaii
Pritchardia pacifica,-157.843485,21.32062442,Hawaii
Ficus forstenii,-157.8549387,21.30565993,Hawaii
Dracaena,-157.8566728,21.30533195,Hawaii
Erythrina,-157.8124483,21.40614133,Hawaii
Citrus,-157.7256346,21.37000159,Hawaii
Schinus terebinthifolia,-157.739473,21.40448476,Hawaii
Phoenix canariensis,-157.7525071,21.41645519,Hawaii
Hyophorbe lagenicaulis,-157.7944247,21.41323035,Hawaii
Dypsis lutescens,-157.7664307,21.41314689,Hawaii
Pimenta dioica,-157.7882338,21.28474883,Hawaii
Pseudobombax ellipticum,-157.820286,21.299805,Hawaii
Cycas revoluta,-157.7269798,21.3719501,Hawaii
Olea europaea,-157.8466936,21.29023907,Hawaii
Araucaria heterophylla,-157.7422687,21.38491245,Hawaii
Noronhia emarginata,-157.7496408,21.42358508,Hawaii
Syzygium cumini,-157.8102453,21.31470107,Hawaii
Artocarpus heterophyllus,-157.7231396,21.37484585,Hawaii
Cinnamomum burmannii,-157.8172208,21.411503,Hawaii
Bauhinia blakeana,-157.7980417,21.28654277,Hawaii
Pandanus tectorius,-157.8442025,21.28803042,Hawaii
Bucida buceras,-157.8039898,21.2947371,Hawaii
Adenanthera pavonina,-157.8030085,21.28937623,Hawaii
Cupressus,-157.7260682,21.37946552,Hawaii
Araucaria columnaris,-157.7519171,21.41098797,Hawaii
Ficus microcarpa,-157.73608,21.39542835,Hawaii
Juniperus virginiana,-157.7411599,21.37695539,Hawaii
Areca catechu,-157.7716452,21.40788008,Hawaii
Plumeria rubra,-157.7499564,21.41282708,Hawaii
Cassia grandis,-157.7303598,21.37780676,Hawaii
Ochna thomasiana,-157.8137501,21.42132248,Hawaii
Mangifera indica,-157.7518165,21.41603869,Hawaii
Pritchardia,-157.8121279,21.40636699,Hawaii
Bixa orellana,-157.815233,21.302399,Hawaii
Jatropha integerrima,-157.72983,21.37136293,Hawaii
Cupressus sempervirens,-157.7303002,21.38003347,Hawaii
Brachychiton acerifolius,-157.8494415,21.30343402,Hawaii
Hibiscus,-157.7437618,21.39403856,Hawaii
Chamaerops humilis,-157.8075206,21.40845152,Hawaii
Livistona chinensis,-157.8076333,21.40896593,Hawaii
Bougainvillea,-157.7346981,21.38628369,Hawaii
Mimusops caffra,-157.7251415,21.37964535,Hawaii
Roseodendron chryseum,-157.743474,21.38065561,Hawaii
Bauhinia purpurea,-157.8176608,21.28621506,Hawaii
Syzygium malaccense,-157.7281292,21.38567776,Hawaii
Dracaena marginata,-157.8099212,21.40134261,Hawaii
Albizia julibrissin,-157.7296732,21.3713576,Hawaii
Citrus aurantifolia,-157.7904524,21.29524623,Hawaii
Podocarpus macrophyllus,-157.819051,21.300878,Hawaii
Eucalyptus,-157.7637192,21.35911094,Hawaii
Phoenix rupicola,-157.819476,21.300397,Hawaii
Erythrina abyssinica,-157.815782,21.301274,Hawaii
Parmentiera cereifera,-157.8173223,21.26579657,Hawaii
Bauhinia hookeri,-157.8215992,21.30204582,Hawaii
Afrocarpus usambarensis,-157.815733,21.300659,Hawaii
Pandanus,-157.820897,21.298479,Hawaii
Tipuana tipu,-157.820488,21.300384,Hawaii
Caesalpinia ferrea,-157.8498291,21.30241383,Hawaii
Leucaena leucocephala,-157.7547911,21.40374871,Hawaii
Hernandia nymphaeifolia,-157.820788,21.298947,Hawaii
Juniperus chinensis,-157.8016276,21.32557768,Hawaii
Crescentia cujete,-157.7188085,21.3916741,Hawaii
Dypsis decaryi,-157.8128166,21.42010897,Hawaii
Acoelorrhaphe wrightii,-157.7351061,21.39813112,Hawaii
Dracaena draco,-157.8244237,21.30451765,Hawaii
Roystonea regia,-157.8215569,21.29966116,Hawaii
Colvillea racemosa,-157.7938943,21.40632332,Hawaii
Pittosporum undulatum,-157.8022474,21.41806333,Hawaii
Pittosporum resiniferum,-157.8157527,21.30152756,Hawaii
Ficus benjamina,-157.8085365,21.2951467,Hawaii
Ravenala madagascariensis,-157.8151461,21.42059587,Hawaii
Hyophorbe verschaffeltii,-157.820255,21.298982,Hawaii
Bombax ceiba,-157.8454551,21.28984545,Hawaii
Syagrus romanzoffiana,-157.819711,21.299515,Hawaii
Bauhinia,-157.7901332,21.30061895,Hawaii
Pittosporum pentandrum,-157.7389969,21.40180086,Hawaii
Ficus lyrata,-157.8584645,21.2913037,Hawaii
Eugenia uniflora,-157.748278,21.41175448,Hawaii
Kigelia africana,-157.8531276,21.29201471,Hawaii
Pittosporum arborescens,-157.7422695,21.37960228,Hawaii
Citrus reticulata,-157.7903974,21.29520793,Hawaii
Prosopis pallida,-157.8172301,21.26263206,Hawaii
Jacaranda mimosifolia,-157.738321,21.38539921,Hawaii
Koelreuteria elegans,-157.8492793,21.30362706,Hawaii
Polyalthia longifolia,-157.8030675,21.31672147,Hawaii
Schotia brachypetala,-157.8195566,21.31636876,Hawaii
Albizia lebbeck,-157.8030407,21.40664233,Hawaii
Sesbania grandiflora,-157.7943403,21.40794086,Hawaii
Handroanthus impetiginosus,-157.815063,21.302047,Hawaii
Citrus meyeri,-157.7968173,21.40704812,Hawaii
Ficus pseudopalma,-157.820902,21.298612,Hawaii
Calotropis gigantea,-157.7145762,21.3902239,Hawaii
Ceratonia siliqua,-157.7383674,21.36799216,Hawaii
Peltophorum pterocarpum,-157.8453505,21.28941434,Hawaii
Callistemon viminalis,-157.8088971,21.32208245,Hawaii
Roystonea oleracea,-157.818744,21.299732,Hawaii
Corymbia citriodora,-157.8197102,21.31640719,Hawaii
Acacia koaia,-157.771014,21.36681412,Hawaii
Pittosporum viridiflorum,-157.819893,21.29783,Hawaii
Cupaniopsis anacardioides,-157.8082475,21.27946668,Hawaii
Bauhinia galpinii,-157.815278,21.302385,Hawaii
Andira inermis,-157.7355617,21.3980872,Hawaii
Pithecellobium dulce,-157.8191205,21.30303607,Hawaii
Ficus religiosa,-157.8179266,21.26269455,Hawaii
Sterculia foetida,-157.8456657,21.28990293,Hawaii
Butia capitata,-157.7536446,21.41274565,Hawaii
Schinus molle,-157.7297014,21.37146151,Hawaii
Bauhinia variegata,-157.8152705,21.30189982,Hawaii
Macadamia integrifolia,-157.820386,21.298818,Hawaii
Grevillea robusta,-157.8638088,21.34306486,Hawaii
Citrus tangelo,-157.8056981,21.29590142,Hawaii
Tamarindus indica,-157.8719922,21.3355243,Hawaii
Gliricidia sepium,-157.815079,21.302164,Hawaii
Guazuma ulmifolia,-157.8466366,21.28992417,Hawaii
Ficus macrophylla,-157.820487,21.300595,Hawaii
Piscidia piscipula,-157.8468794,21.29033841,Hawaii
Cochlospermum vitifolium,-157.8157276,21.30153256,Hawaii
Agathis robusta,-157.820062,21.298969,Hawaii
Averrhoa carambola,-157.804845,21.31533411,Hawaii
Lagunaria patersonia,-157.81961,21.297269,Hawaii
Ficus stricta,-157.851022,21.29157673,Hawaii
Sterculia apetala,-157.8458333,21.28940185,Hawaii
Manilkara zapota,-157.8146948,21.30215609,Hawaii
Tabebuia rosea,-157.81548,21.301161,Hawaii
Ficus benghalensis,-157.8486603,21.28959428,Hawaii
Platymiscium pinnatum,-157.8490694,21.29064268,Hawaii
Cecropia peltata,-157.8092131,21.31615366,Hawaii
Eucalyptus robusta,-157.8005711,21.4133121,Hawaii
Afrocarpus gracilior,-157.8191198,21.31644414,Hawaii
Enterolobium cyclocarpum,-157.8468686,21.29016722,Hawaii
Calycophyllum candidissimum,-157.8191583,21.31643414,Hawaii
Tabebuia pallida,-157.7547605,21.38092917,Hawaii
Ficus rubiginosa,-157.819229,21.299758,Hawaii
Eucalyptus deglupta,-157.8147225,21.3020578,Hawaii
Ficus heterophylla,-157.8483606,21.30321786,Hawaii
Hura crepitans,-157.820415,21.299084,Hawaii
Agathis macrophylla,-157.7360648,21.39722122,Hawaii
Bombax,-157.8098595,21.31362931,Hawaii
Adansonia digitata,-157.8519394,21.29186976,Hawaii
Ficus virens,-157.818355,21.300897,Hawaii
Falcataria moluccana,-157.8422311,21.28850902,Hawaii
Syzygium jambos,-157.8726473,21.33509708,Hawaii
Ceiba pentandra,-157.8570621,21.31635947,Hawaii
Ficus rumphii,-157.819591,21.299197,Hawaii
Carpinus caroliniana,-83.13143134,42.31362369,Michigan
Tilia americana,-83.08505058,42.39731176,Michigan
Amelanchier,-83.17416966,42.43966626,Michigan
Quercus rubra,-83.08840334,42.39605197,Michigan
Celtis occidentalis,-83.22399974,42.40878336,Michigan
Crataegus crus-galli,-83.26401293,42.44030364,Michigan
Ginkgo biloba,-83.26419532,42.44036698,Michigan
Ulmus americana,-83.26405048,42.44046991,Michigan
Platanus acerifolia,-83.0749172,42.44072327,Michigan
Quercus bicolor,-83.07494938,42.44098455,Michigan
Ulmus,-83.07510495,42.44124979,Michigan
Malus,-83.07528198,42.4436171,Michigan
Quercus,-83.07531416,42.44392191,Michigan
Acer rubrum,-83.07514787,42.44184361,Michigan
Tilia cordata,-83.26687619,42.43334874,Michigan
Acer saccharum,-83.07539463,42.4452797,Michigan
Acer,-83.07525516,42.44643162,Michigan
Quercus macrocarpa,-83.17192197,42.43588938,Michigan
Betula nigra,-83.17208827,42.43668515,Michigan
Cladrastis kentukea,-83.17200243,42.43870029,Michigan
Syringa reticulata,-83.1720078,42.43891407,Michigan
Nyssa sylvatica,-83.21519136,42.35938032,Michigan
Aesculus carnea,-83.21522355,42.36087074,Michigan
Liriodendron tulipifera,-83.21524501,42.36159216,Michigan
Acer campestre,-83.2536757,42.43716024,Michigan
Carpinus betulus,-83.25127244,42.4375601,Michigan
Pyrus calleryana,-83.25169086,42.4423424,Michigan
Zelkova serrata,-83.1755054,42.4404224,Michigan
Quercus alba,-83.17548394,42.43980482,Michigan
Gingko biloba,-83.17546248,42.43916348,Michigan
Casuarina equisetifolia,-83.24899793,42.43708898,Michigan
Zelkova,-83.175887,42.435628,Michigan
Gymnocladus dioicus,-83.041052,42.434707,Michigan
Tilia,-83.25747371,42.43744133,Michigan
Quercus imbricaria,-83.25504363,42.43694645,Michigan
Fagus,-83.25652421,42.43645157,Michigan
Aesculus hippocastanum,-83.26717258,42.43535093,Michigan
Ostrya virginiana,-83.241878,42.402529,Michigan
Crataegus,-83.26622844,42.44199404,Michigan
Quercus robur,-83.073716,42.446881,Michigan
Quercus acutissima,-83.176787,42.443902,Michigan
Quercus shumardii,-83.176787,42.443902,Michigan
Platanus occidentalis,-83.227584,42.390862,Michigan
Metasequoia,-83.237816,42.342903,Michigan
Gleditsia triacanthos,-83.253759,42.343056,Michigan
Cercis canadensis,-83.212582,42.39483,Michigan
Prunus virginiana,-83.11291337,42.36236311,Michigan
Cornus kousa,-83.11412573,42.36179233,Michigan
Tilia tomentosa,-82.935277,42.413757,Michigan
Prunus,-83.00005674,42.33565162,Michigan
Liquidambar styraciflua,-83.146266,42.426474,Michigan
Acer freemanii,-83.074125,42.442334,Michigan
Cornus mas,-82.931823,42.407163,Michigan
Metasequoia glyptostroboides,-83.08840871,42.36617812,Michigan
Taxodium distichum,-83.10582429,42.31008914,Michigan
Quercus phellos,-82.973875,42.355836,Michigan
Cercidiphyllum japonicum,-82.973985,42.356022,Michigan
Koelreuteria paniculata,-83.10578674,42.3096369,Michigan
Crataegus viridis,-82.99895972,42.35720407,Michigan
Amelanchier laevis,-83.260841,42.345081,Michigan
Acer platanoides,-83.254007,42.345439,Michigan
Amelanchier canadensis,-83.250161,42.43088,Michigan
Acer griseum,-83.20802987,42.34425108,Michigan
Gleditsia tricanthos,-83.09267342,42.36928544,Michigan
Quercus coccinea,-83.10941041,42.37482195,Michigan
Acer nigrum,-83.240514,42.364251,Michigan
Acer miyabei,-83.232564,42.344634,Michigan
Acer buergerianum,-83.179364,42.42718,Michigan
Picea glauca,-83.079038,42.371852,Michigan
Pinus strobus,-83.078639,42.372007,Michigan
Prunus subhirtella,-82.999159,42.33428,Michigan
Magnolia,-83.236149,42.39668,Michigan
Cornus florida,-83.234911,42.422514,Michigan
Quercus lyrata,-82.953106,42.359283,Michigan
Cornus,-83.14941,42.43341,Michigan
Maackia amurensis,-83.008835,42.37884,Michigan
Prunus serrulata,-83.25063,42.35284,Michigan
Quercus ellipsoidalis,-83.26356,42.35959,Michigan
Fagus sylvatica,-83.25601,42.38393,Michigan
Betula papyrifera,-83.09273,42.31675,Michigan
Crataegus mollis,-83.1343,42.31354,Michigan
Betula pendula,-83.17685,42.44453,Michigan
Fraxinus pennsylvanica,-82.97779843,42.405779,Michigan
Salix nigra,-83.18739295,42.39117105,Michigan
Populus,-83.145769,42.280909,Michigan
Salix,-83.145849,42.28086,Michigan
Ulmus parvifolia,-83.232472,42.409609,Michigan
Robinia pseudoacacia,-83.09082806,42.36890892,Michigan
Aesculus Octandra,-83.10621858,42.31060287,Michigan
Koelreuteria elegans,-83.10508668,42.30872843,Michigan
Acer saccharinum,-83.12826097,42.32795422,Michigan
Morus alba,-83.06821704,42.35185828,Michigan
Thuja occidentalis,-83.0688259,42.35185431,Michigan
Taxus,-83.06670159,42.35113477,Michigan
Ulmus rubra,-83.06207746,42.35308129,Michigan
Pinus nigra,-83.06198627,42.35262539,Michigan
Fraxinus americana,-83.06831092,42.35186621,Michigan
Prunus,-122.6295842,45.56755697,Oregon
Acer macrophyllum,-122.6295805,45.56659902,Oregon
Platanus,-122.6294302,45.56646386,Oregon
Cornus,-122.6297284,45.56759964,Oregon
Acer platanoides,-122.630478,45.56635564,Oregon
Quercus,-122.6300152,45.56635287,Oregon
Tilia,-122.6297234,45.56940052,Oregon
Sorbus,-122.6295815,45.56870211,Oregon
Fraxinus,-122.6276906,45.56907157,Oregon
Diospyros,-122.6266774,45.56945878,Oregon
Umbellularia californica,-122.6434367,45.56884023,Oregon
Ostrya,-122.642363,45.56942455,Oregon
Davidia involucrata,-122.6423648,45.56963458,Oregon
Populus,-122.6409854,45.56438848,Oregon
Maackia amurensis,-122.6350275,45.56404773,Oregon
Celtis occidentalis,-122.6308782,45.56635533,Oregon
Pyrus,-122.6235283,45.56347508,Oregon
Crataegus,-122.6235262,45.56362103,Oregon
Cedrus,-122.6244185,45.56325383,Oregon
Thuja,-122.6220186,45.56088311,Oregon
Nyssa,-122.621681,45.56028812,Oregon
Liquidambar,-122.6204968,45.56077671,Oregon
Thuja plicata,-122.6259794,45.5707749,Oregon
Cladrastis kentukea,-122.6277058,45.55905332,Oregon
Robinia pseudoacacia,-122.6276996,45.56096176,Oregon
Juglans,-122.6360917,45.56784124,Oregon
Cercis,-122.6370127,45.56769538,Oregon
Catalpa,-122.6372501,45.56644088,Oregon
Stewartia pseudocamellia,-122.6387689,45.5681764,Oregon
Abies,-122.6393014,45.56891156,Oregon
Euptelea pleiosperma,-122.6359441,45.56658392,Oregon
Taxodium distichum,-122.6354837,45.56644623,Oregon
Pistacia chinensis,-122.6358079,45.56624567,Oregon
Koelreuteria paniculata,-122.6345139,45.56450751,Oregon
Ficus,-122.6327307,45.56722013,Oregon
Acer,-122.628394,45.56647366,Oregon
Malus,-122.6266817,45.56688482,Oregon
