scientific_name,longitude_coordinate,latitude_coordinate,state
Tilia americana,-88.00324951,43.29821057,Wisconsin
Populus tremuloides,-87.99653471,43.29418424,Wisconsin
Acer saccharinum,-87.96434551,43.05123849,Wisconsin
Pinus resinosa,-87.94688702,43.15182965,Wisconsin
Gleditsia triacanthos,-87.96642423,43.05227337,Wisconsin
Fraxinus pennsylvanica,-87.95452327,43.15115456,Wisconsin
Acer saccharum,-87.95457423,43.15092561,Wisconsin
Liriodendron tulipifera,-88.03182989,42.93706788,Wisconsin
Pinus,-87.95705661,43.15585561,Wisconsin
Acer platanoides,-87.95319021,43.15226601,Wisconsin
Pinus sylvestris,-87.87202388,43.07162016,Wisconsin
Pinus nigra,-87.89089392,43.04524123,Wisconsin
Fraxinus nigra,-87.95634985,43.15354378,Wisconsin
Populus,-87.974541,43.04121564,Wisconsin
Quercus alba,-87.91998982,42.95038,Wisconsin
Salix,-87.87232161,43.06581823,Wisconsin
Juglans nigra,-88.01885337,42.94837551,Wisconsin
Acer negundo,-87.91105807,43.10261226,Wisconsin
Malus tschonoskii,-87.99674124,42.9902775,Wisconsin
Prunus serotina,-87.84718528,42.95669243,Wisconsin
Acer rubrum,-87.87988946,42.99302711,Wisconsin
Celtis occidentalis,-87.95523539,43.1528051,Wisconsin
Pseudotsuga menziesii,-87.922609,43.10404478,Wisconsin
Abies,-87.95549959,43.15709319,Wisconsin
Betula nigra,-87.91321456,43.04188855,Wisconsin
Quercus rubra,-87.87293181,43.06402326,Wisconsin
Crataegus,-88.02265942,42.94899983,Wisconsin
Fraxinus americana,-87.86782756,43.07081877,Wisconsin
Quercus robur,-87.92230055,43.1039547,Wisconsin
Thuja occidentalis,-87.88492531,43.1692915,Wisconsin
Syringa reticulata,-87.94334382,42.92181234,Wisconsin
Betula,-87.87199169,43.06873543,Wisconsin
Quercus macrocarpa,-87.94738305,43.1099046,Wisconsin
Picea abies,-87.9797709,43.04034577,Wisconsin
Ulmus,-87.95917824,42.99581094,Wisconsin
Tilia cordata,-87.92552456,43.11354777,Wisconsin
Carya cordiformis,-87.87159607,43.07156725,Wisconsin
Fraxinus excelsior,-87.94619796,43.05045676,Wisconsin
Betula papyrifera,-87.91414395,43.04262268,Wisconsin
Acer freemanii,-87.87733734,42.89131549,Wisconsin
Robinia pseudoacacia,-88.02339569,42.94392555,Wisconsin
Pyrus calleryana,-88.03076908,42.93758137,Wisconsin
Acer ginnala,-87.89872259,43.03836774,Wisconsin
Aesculus hippocastanum,-87.88154572,43.17121249,Wisconsin
Quercus bicolor,-87.90513307,43.09803539,Wisconsin
Acer,-87.93803304,42.988755,Wisconsin
Picea pungens,-88.03424925,43.10131776,Wisconsin
Fraxinus,-87.93760121,42.98889234,Wisconsin
Picea,-87.93563247,42.98882171,Wisconsin
Malus,-87.91326016,43.04177485,Wisconsin
Morus,-87.89541948,43.04555653,Wisconsin
Ginkgo biloba,-87.8725563,43.06612686,Wisconsin
Ulmus americana,-87.94389904,43.02706489,Wisconsin
Carya ovata,-87.92263716,43.0037311,Wisconsin
Tilia,-87.87276685,43.06904453,Wisconsin
Catalpa,-87.87132382,43.07249892,Wisconsin
Platanus,-88.0112493,42.99291234,Wisconsin
Quercus palustris,-87.87010342,43.07227556,Wisconsin
Aesculus glabra,-87.8699559,43.07258121,Wisconsin
Picea glauca,-88.03501636,43.10153319,Wisconsin
Gymnocladus dioicus,-87.96472907,43.07392334,Wisconsin
Juniperus virginiana,-87.84096792,42.86895536,Wisconsin
Fraxinus quadrangulata,-88.02974045,42.93714053,Wisconsin
Juglans cinerea,-88.02873731,43.01970564,Wisconsin
Prunus,-87.97071258,43.05490726,Wisconsin
Betula alleghaniensis,-87.86906004,43.06941927,Wisconsin
Pinus strobus,-88.04632723,43.08530179,Wisconsin
Amelanchier,-87.87161887,43.06465278,Wisconsin
Salix nigra,-88.05730551,42.98296093,Wisconsin
Larix laricina,-87.87626982,42.89073381,Wisconsin
Carpinus caroliniana,-88.02506268,43.05548568,Wisconsin
Viburnum,-87.93367714,42.97289605,Wisconsin
Cercis canadensis,-87.87646294,42.89137051,Wisconsin
Pinus ponderosa,-87.92087764,42.95055472,Wisconsin
Ulmus pumila,-87.91254401,42.97711334,Wisconsin
Phellodendron amurense,-88.0190894,42.94739385,Wisconsin
Pinus mugo,-88.01338434,43.03517021,Wisconsin
Picea mariana,-87.94654101,43.14977303,Wisconsin
Taxus,-88.03174138,42.93655929,Wisconsin
Sorbus,-88.03177625,42.93593484,Wisconsin
Crataegus viridis,-87.95540303,43.15430494,Wisconsin
Quercus,-87.87287883,42.93765746,Wisconsin
Larix decidua,-87.95529842,43.15219361,Wisconsin
Ostrya virginiana,-87.93840174,42.97319585,Wisconsin
Quercus muehlenbergii,-87.94057768,43.11149491,Wisconsin
Abies balsamea,-87.94632375,43.14982391,Wisconsin
Elaeagnus angustifolia,-88.0110379,43.14847078,Wisconsin
Corylus colurna,-88.04449663,43.08477973,Wisconsin
Rhamnus,-87.89427683,42.97732626,Wisconsin
Alnus,-88.00333142,42.97723893,Wisconsin
Pyrus,-87.89933145,43.03887352,Wisconsin
Ailanthus altissima,-87.94548802,43.050383,Wisconsin
Cornus,-87.9484788,43.1098767,Wisconsin
Ulmus rubra,-88.05989653,43.02320987,Wisconsin
Metasequoia glyptostroboides,-88.03697169,42.95452423,Wisconsin
Fagus grandifolia,-87.96567321,42.99462111,Wisconsin
Carya,-87.85308212,42.94692855,Wisconsin
Syringa,-87.96943903,43.04983903,Wisconsin
Cercidiphyllum japonicum,-87.96939075,43.04969595,Wisconsin
Populus grandidentata,-88.03471595,43.05781984,Wisconsin
Magnolia,-87.87106231,43.07423241,Wisconsin
Castanea dentata,-88.056757,42.9924052,Wisconsin
Tsuga canadensis,-87.86858529,43.06956623,Wisconsin
Salix babylonica,-88.04156363,43.09059064,Wisconsin
Juniperus,-88.04622933,43.08532431,Wisconsin
Prunus virginiana,-88.01179379,42.99795022,Wisconsin
Euonymus,-87.93415457,43.11199994,Wisconsin
Acer nigrum,-87.96609029,43.05227435,Wisconsin
Fagus sylvatica,-88.03049415,42.93626867,Wisconsin
Populus deltoides,-87.90377989,43.09791494,Wisconsin
Tilia sp.,-88.11890744,42.97019377,Wisconsin
Acer miyabei,-88.097664,43.01657958,Wisconsin
Aesculus,-88.0952452,42.98385036,Wisconsin
Abies concolor,-88.07495507,43.00387659,Wisconsin
Crataegus crus-galli,-88.08369176,43.01396741,Wisconsin
Taxodium distichum,-88.09122824,43.01652408,Wisconsin
Catalpa speciosa,-88.07213325,43.01632595,Wisconsin
Larix,-88.12332669,42.97027001,Wisconsin
Quercus ellipsoidalis,-88.07764524,43.00497914,Wisconsin
Tilia tomentosa,-88.12368712,43.01673825,Wisconsin
Acer pseudoplatanus,-88.08146425,43.00331138,Wisconsin
Prunus pensylvanica,-88.16518575,42.97000463,Wisconsin
Pinus banksiana,-88.09313693,43.01043303,Wisconsin
Prunus cerasifera,-88.09934727,42.96893979,Wisconsin
Acer palmatum,-88.09872277,42.98393108,Wisconsin
Cladrastis kentukea,-88.09402328,42.95290316,Wisconsin
Liquidambar styraciflua,-88.1027225,42.98094445,Wisconsin
Carpinus,-88.08612577,43.01483353,Wisconsin
Populus balsamifera,-88.10406757,42.96463666,Wisconsin
Abies fraseri,-88.07558469,43.00487561,Wisconsin
Ulmus hybrid,-88.71365539,43.18889039,Wisconsin
Celtis,-88.72584902,43.19029573,Wisconsin
Prunus sargentii,-88.71755911,43.17445914,Wisconsin
Prunus maackii,-88.71924343,43.18924371,Wisconsin
Castanea,-88.72702646,43.19617485,Wisconsin
Populus nigra,-88.7385965,43.20859731,Wisconsin
Populus alba,-88.72513295,43.19278521,Wisconsin
Nyssa sylvatica,-87.98182514,43.05823264,Wisconsin
Washingtonia robusta,-117.9324813,33.81019948,California
Cinnamomum camphora,-117.9323674,33.80751178,California
Tree,-117.9326342,33.80721485,California
Koelreuteria bipinnata,-117.9327917,33.80505297,California
Magnolia grandiflora,-117.9323054,33.80218407,California
Lagerstroemia indica,-117.9325711,33.80184166,California
Tristaniopsis laurina,-117.9325308,33.79933996,California
Pinus canariensis,-117.932763,33.7990502,California
Cupressus sempervirens,-117.8980358,33.84982935,California
Ficus benjamina,-117.8980445,33.85055288,California
Ginkgo biloba,-117.8980735,33.85206613,California
Quercus ilex,-117.8980778,33.85284942,California
Pistacia chinensis,-117.9851265,33.82813864,California
Lophostemon confertus,-117.9863093,33.8281319,California
Gleditsia triacanthos,-117.986877,33.82812111,California
Not,-117.9874419,33.82798641,California
Melaleuca viminalis,-117.9897537,33.82808814,California
Melaleuca linariifolia,-117.914038,33.79552715,California
Melaleuca quinquenervia,-117.9141786,33.79485653,California
Ulmus parvifolia,-117.9988882,33.81552046,California
Metrosideros excelsa,-117.8863831,33.84964613,California
Syagrus romanzoffianum,-117.8864239,33.85065856,California
Eriobotrya japonica,-117.886475,33.85066546,California
Archontophoenix cunninghamiana,-117.8865644,33.85063717,California
Liquidambar styraciflua,-117.8280717,33.84648965,California
Melia azedarach,-117.826928,33.84589391,California
Platanus acerifolia,-117.9136757,33.83913997,California
Quercus agrifolia,-117.9102658,33.83992752,California
Eucalyptus robusta,-117.9100186,33.83979013,California
Jacaranda mimosifolia,-117.9092661,33.84016842,California
Platanus racemosa,-117.9089271,33.8405277,California
Phoenix canariensis,-117.9007788,33.84163037,California
Schinus terebinthifolius,-117.9382817,33.82665201,California
Acer paxii,-117.9378834,33.82486502,California
Morus alba,-117.9378831,33.82452763,California
Prunus cerasifera,-117.937879,33.82447614,California
Cupaniopsis anacardioides,-117.9375128,33.81226701,California
Afrocarpus gracilior,-117.9375106,33.81205358,California
Triadica sebifera,-117.9663517,33.84993982,California
Platanus mexicana,-117.9669647,33.85019458,California
Vachellia farnesiana,-117.9662466,33.85025489,California
Prunus persica,-117.9669577,33.85104277,California
Afrocarpus,-117.9669779,33.85180351,California
Pyrus calleryana,-117.9671348,33.85244321,California
Pittosporum viridiflorum,-117.9670008,33.85259639,California
Calodendrum capense,-117.967055,33.852624,California
Brachychiton populneus,-117.9671575,33.85327995,California
Pinus thunbergiana,-117.9519405,33.83083542,California
Handroanthus impetiginosus,-117.9522628,33.82517417,California
Acer saccharinum,-117.9525217,33.82150208,California
Cercis canadensis,-117.9519446,33.81857513,California
Liriodendron tulipifera,-118.0068434,33.82526298,California
Melaleuca citrina,-117.9540967,33.83310753,California
Platycladus orientalis,-117.9542427,33.83388767,California
Eucalyptus,-117.9540652,33.83786644,California
Trachycarpus fortunei,-117.9588392,33.83761286,California
Handroanthus chrysotrichus,-117.9642272,33.84465717,California
Pyrus kawakamii,-117.964558,33.84980528,California
Magnolia soulangiana,-117.9645616,33.8515468,California
Erythrina,-117.9645843,33.85199902,California
Araucaria columnaris,-117.9145561,33.84096018,California
Olea europaea,-117.9143588,33.84131303,California
Populus alba,-117.9196323,33.83990955,California
Betula pendula,-117.9200726,33.83950658,California
Handroanthus Mattos,-117.8875576,33.83420358,California
Callistemon,-117.8715661,33.83379184,California
Juniperus chinensis,-117.8706759,33.83405148,California
Ceiba speciosa,-117.8300216,33.84873974,California
Phoenix roebelenii,-117.9343467,33.82763163,California
Quercus alba,-117.8684584,33.84003298,California
Pittosporum undulatum,-117.8682881,33.84154783,California
Schefflera actinophylla,-117.8687313,33.83731028,California
Geijera parviflora,-117.8776762,33.81998866,California
Brachychiton acerifolius,-117.7614768,33.87295238,California
Eriobotrya deflexa,-117.8918022,33.84371254,California
Hymenosporum flavum,-117.9404089,33.8249669,California
Celtis sinensis,-117.7653825,33.87357307,California
Pittosporum tobira,-117.9573062,33.81221775,California
Washingtonia filifera,-117.9291489,33.823047,California
Persea americana,-117.915782,33.841205,California
Albizia julibrissin,-117.9163601,33.84309386,California
Tipuana tipu,-117.919835,33.850347,California
Pinus halepensis,-117.913648,33.835287,California
Eucalyptus globulus,-117.913648,33.835287,California
Prunus domestica,-117.9136034,33.83482049,California
Phoenix dactylifera,-117.91337,33.834411,California
Quercus virginiana,-117.913157,33.833747,California
Melaleuca ericifolia,-117.91259,33.831407,California
Handroanthus avellanedae,-117.9116238,33.82916118,California
Ficus microcarpa,-117.9106456,33.82652824,California
Markhamia hildebrandtii,-117.9091212,33.82157666,California
Cytisus canariensis,-117.90627,33.81186,California
Eucalyptus polyanthemos,-117.7787026,33.85205347,California
Pinus radiata,-117.7787205,33.85188336,California
Eucalyptus sideroxylon,-117.7789809,33.85281639,California
Eucalyptus leucoxylon,-117.7792393,33.85170694,California
Corymbia citriodora,-117.7784704,33.8478711,California
Eucalyptus cladocalyx,-117.7792422,33.85087411,California
Eucalyptus rudis,-117.7792303,33.84875945,California
Nerium oleander,-117.9514676,33.84794636,California
Corymbia maculata,-117.9515346,33.84805002,California
Auranticarpa rhombifolia,-117.8967449,33.84669237,California
Rhus lancea,-117.9285441,33.82374257,California
Fraxinus uhdei,-117.9312797,33.8239778,California
Schinus molle,-117.93856,33.84904883,California
Maytenus boaria,-117.9568775,33.82735683,California
Acer oblongum,-117.9571334,33.82351072,California
Zelkova serrata,-117.9384053,33.81937735,California
Pinus pinea,-117.9387574,33.82613347,California
Erythrina caffra,-117.813956,33.83682604,California
Styphnolobium japonicum,-118.0077734,33.82624656,California
Macadamia integrifolia,-117.8654604,33.8398454,California
Agonis flexuosa,-117.865279,33.83998675,California
Ceratonia siliqua,-117.9353576,33.7941549,California
Leptospermum,-117.9353529,33.79390008,California
Ficus maclellandii,-117.7783925,33.85650398,California
Fraxinus velutina,-117.7732,33.85569849,California
Pinus brutia,-117.78602,33.85095887,California
Rhaphiolepis,-117.9113463,33.81808842,California
Chitalpa tashkentensis,-117.9294416,33.81768723,California
Cassia leptophylla,-117.9383851,33.81797786,California
Magnolia stellata,-117.9788221,33.81744322,California
Robinia pseudoacacia,-117.998347,33.81724361,California
Koelreuteria paniculata,-117.9989244,33.81724291,California
Betula nigra,-117.9100193,33.85056618,California
Psidium guajava,-117.885306,33.85007075,California
Alnus cordata,-117.8629373,33.85354513,California
Juniperus,-117.9522015,33.82149887,California
Robinia,-117.9798766,33.83829502,California
Chamaerops humilis,-117.9934778,33.83305444,California
Chionanthus retusus,-117.9931688,33.82822861,California
Pittosporum,-117.9732851,33.82721128,California
Eucalyptus erythrocorys,-117.9351717,33.82020633,California
Malus sylvestris,-117.9515776,33.82046213,California
Phoenix reclinata,-118.0074565,33.83102995,California
Ficus carica,-117.9219472,33.82263497,California
Syzygium paniculatum,-117.820864,33.843726,California
Fraxinus,-117.8821261,33.84817609,California
Prunus amygdalus,-118.0168108,33.81383386,California
Citrus sinensis,-117.9462895,33.80983811,California
Yucca gloriosa,-117.953275,33.83338249,California
Ficus rubiginosa,-117.9123555,33.81734149,California
Ligustrum japonicum,-117.9001833,33.84858323,California
Pyrus,-117.900131,33.848895,California
Dypsis lutescens,-117.8999847,33.85098068,California
Grevillea robusta,-117.8900473,33.82725381,California
Brahea armata,-117.8901233,33.82700912,California
Brahea edulis,-117.889704,33.82678718,California
Eucalyptus cinerea,-117.8895551,33.82727929,California
Cedrus atlantica,-117.8895611,33.82739493,California
Ficus macrophylla,-117.8899331,33.82667635,California
Butia capitata,-117.8913763,33.82602624,California
Tilia cordata,-117.9337,33.82348,California
Aesculus,-117.9484,33.8233,California
Stenocarpus sinuatus,-117.9005,33.83616,California
Olmediella betschleriana,-117.9612,33.8414,California
Bauhinia variegata,-117.9616,33.84165,California
Pinus torreyana,-117.9617,33.84157,California
Cycas revoluta,-117.9623,33.8406,California
Melaleuca nesophila,-117.962,33.84155,California
Brachychiton discolor,-117.9628,33.8426,California
Fraxinus angustifolia,-117.9621,33.84316,California
Ficus,-117.9645,33.84313,California
Quercus lobata,-117.9567,33.83689,California
Bauhinia blakeana,-117.9684,33.82359,California
Hibiscus rosa-sinensis,-117.9406,33.8121,California
Pinus roxburghii,-117.8992,33.85462,California
Vitex lucens,-117.9076,33.8463,California
Dombeya cayeuxii,-117.7867,33.84775,California
Cercis occidentalis,-117.7867,33.84708,California
Calocedrus decurrens,-117.7851,33.84962,California
Ficus elastica,-117.9718,33.84436,California
Citrus limon,-117.7792,33.85521,California
Eucalyptus nicholii,-117.9122,33.79444,California
Acer rubrum,-117.7429,33.84401,California
Corymbia ficifolia,-117.7689,33.84601,California
Harpephyllum caffrum,-117.7687,33.84597,California
Eucalyptus torquata,-117.925,33.81847,California
Acacia,-117.8744,33.82279,California
Salix laevigata,-117.8744,33.82257,California
Pinus,-117.8738,33.8441,California
Luehea divaricata,-117.8742,33.8392,California
Xylosma congestum,-117.9485,33.84368,California
Prunus armeniaca,-117.9542,33.84364,California
Calliandra haematocephala,-117.893,33.84043,California
Sequoia sempervirens,-117.8857,33.84144,California
Quercus suber,-117.9523,33.81061,California
Thuja occidentalis,-117.9736,33.81287,California
Ailanthus altissima,-117.8751,33.82012,California
Eucalyptus camaldulensis,-117.9452,33.82664,California
Populus nigra,-117.9441,33.82768,California
Mangifera indica,-117.907,33.82092,California
Tupidanthus calyptratus,-117.9265,33.82192,California
Ficus thonningii,-117.9512,33.82105,California
Myoporum laetum,-117.9353,33.85036,California
Punica granatum,-117.9351,33.85068,California
Leucaena,-117.9204,33.82371,California
Albizia,-117.9333,33.84554,California
Magnolia champaca,-117.91,33.82709,California
Casuarina equisetifolia,-117.9192,33.84143,California
Laurus nobilis,-117.8925,33.83999,California
Yucca elephantipes,-117.8855,33.82029,California
Koelreuteria elegans,-117.892,33.84337,California
Quercus,-117.9834,33.83606,California
Platanus,-117.9816,33.83524,California
Hibiscus syriacus,-117.9046,33.83396,California
Acacia decurrens,-117.9047,33.83355,California
Caryota urens,-117.9556,33.84886,California
Hesperocyparis macrocarpa,-117.9729,33.82132,California
Cordyline australis,-117.9301,33.8373,California
Prunus caroliniana,-117.871,33.83997,California
Populus,-117.9509,33.83768,California
Alnus rhombifolia,-117.9503,33.8389,California
Celtis,-117.8945,33.85305,California
Taxodium huegelii,-117.9539,33.80841,California
Ulmus crassifolia,-117.9096,33.8389,California
Ulmus americana,-117.921,33.83628,California
Ulmus pumila,-117.9226,33.83578,California
Cedrus deodara,-117.9515,33.83289,California
Salix babylonica,-117.8961,33.83256,California
Araucaria heterophylla,-117.9154,33.82742,California
Spathodea campanulata,-117.8726,33.84154,California
Dypsis decaryi,-117.9315,33.83612,California
Pinus coulteri,-117.8949,33.84916,California
Ligustrum confusum,-117.9558,33.82751,California
Eucalyptus lehmannii,-117.9415,33.81941,California
Ilex altaclarensis,-117.9411,33.79389,California
Quercus engelmannii,-117.8933,33.84279,California
Dracaena draco,-117.8932,33.8426,California
Acer negundo,-117.8932,33.84258,California
Ligustrum lucidum,-118.0032,33.82149,California
Cercidium,-117.969,33.85324,California
Bauhinia,-117.975,33.84079,California
Acer,-117.975,33.84117,California
Celtis australis,-117.9726,33.84154,California
Ensete ventricosum,-117.9704,33.8256,California
Carya illinoinensis,-117.8983,33.83278,California
Morus,-117.9472,33.81309,California
Cupressocyparis leylandii,-117.9469,33.81132,California
Prunus blireiana,-117.9321,33.81876,California
Acacia melanoxylon,-117.9321,33.8187,California
Pittosporum phillyreoides,-118.0072,33.81366,California
Populus trichocarpa,-117.9216,33.84091,California
Ravenea rivularis,-117.9336,33.80974,California
Bauhinia forficata,-117.9291,33.80434,California
Populus canadensis,-117.9304,33.80453,California
Juglans,-117.9239,33.82632,California
Erythrina crista-galli,-117.9456,33.84448,California
Citrus paradisi,-117.9285,33.80221,California
Casimiroa edulis,-117.9199,33.82892,California
Trithrinax acanthocoma,-117.9542,33.84715,California
Pinus attenuata,-118.0068,33.82293,California
Quercus rubra,-117.9058,33.83042,California
Magnolia,-117.9342,33.847,California
Pinus eldarica,-117.9626,33.84642,California
Acacia cognata,-117.9238,33.84982,California
Firmiana simplex,-117.924,33.84954,California
Bischofia javanica,-117.9238,33.84817,California
Thevetia peruviana,-117.9238,33.84892,California
Aesculus californica,-117.9238,33.84896,California
Melaleuca styphelioides,-117.9224,33.84897,California
Cryptocarya rubra,-117.9204,33.84744,California
Lagunaria patersonii,-117.9227,33.84739,California
Quercus macrocarpa,-117.9231,33.84784,California
Erythrina coralloides,-117.9224,33.84798,California
Robinia ambigua,-117.9221,33.84832,California
Araucaria bidwillii,-117.9222,33.8485,California
Annona cherimola,-117.9308,33.80646,California
Platanus occidentalis,-117.9428,33.83251,California
Juglans nigra,-117.9153,33.8312,California
Erythrina lysistemon,-117.9888,33.81923,California
Delonix regia,-117.873,33.82276,California
Strelitzia nicolai,-117.9786,33.82838,California
Pinus pinaster,-117.979,33.82684,California
Cercis,-117.8112,33.85459,California
Juglans regia,-117.9375,33.80962,California
Nolina recurvata,-117.8318,33.84415,California
Leucaena esculenta,-117.7755,33.8665,California
Prosopis,-117.9663,33.84972,California
Dodonaea viscosa,-117.8389,33.86347,California
Catalpa speciosa,-117.9544,33.81407,California
Jubaea chilensis,-117.9505,33.81511,California
Salix,-117.944,33.84642,California
Schefflera arboricola,-117.8923,33.82866,California
New York,-117.9361,33.83279,California
Pinus sabiniana,-117.8247,33.83765,California
Schinus polygamus,-117.8264,33.83657,California
Leptospermum laevigatum,-117.8245,33.83705,California
Betula,-117.9052,33.79642,California
Citrus,-117.9103,33.84661,California
Populus deltoides,-117.9197,33.83677,California
Maclura pomifera,-117.9203,33.83739,California
Sapindus saponaria,-117.9204,33.83763,California
Cocculus laurifolius,-117.9202,33.83859,California
Howea forsteriana,-117.9188,33.83862,California
Myrtus communis,-117.9171,33.83861,California
Sambucus neomexicana,-117.7949,33.84839,California
Pinus ponderosa,-117.9044,33.79514,California
Arbutus unedo,-117.9048,33.79434,California
Cupressus glabra,-117.9621,33.8045,California
Acer palmatum,-117.9707,33.82685,California
Brachychiton,-117.9983,33.82244,California
Cupressus,-117.7563,33.87498,California
Paulownia tomentosa,-117.9638,33.82774,California
Juglans hindsii,-117.7798,33.85338,California
Catalpa,-117.9361,33.79509,California
Tilia americana,-117.9419,33.80453,California
Acacia saligna,-117.7448,33.86232,California
Liquidambar formosana,-118.0002,33.82572,California
Prunus avium,-118.0005,33.82584,California
Cedrus,-117.8777,33.82523,California
Vitex negundo,-117.7749,33.86685,California
Laburnum watereri,-117.9102,33.81476,California
Quercus shumardii,-117.7706,33.87081,California
Lagerstroemia indica,-117.6357523,34.15870066,California
Syagrus romanzoffiana,-117.6357494,34.15872101,California
Ginkgo biloba,-117.6357032,34.15861778,California
Eucalyptus globulus,-117.6356109,34.15823515,California
Liquidambar styraciflua,-117.6356034,34.15879997,California
Pinus canariensis,-117.6355534,34.15730314,California
Pyrus calleryana,-117.6355096,34.15710773,California
Schinus molle,-117.6354444,34.15651959,California
Platanus acerifolia,-117.6344731,34.15134708,California
Jacaranda mimosifolia,-117.6344632,34.14985638,California
Magnolia grandiflora,-117.6344495,34.15072773,California
Betula,-117.6344414,34.15008628,California
Pinus,-117.6343822,34.15565201,California
Cordyline australis,-117.6343467,34.15287724,California
Citrus limon,-117.634337,34.15441549,California
Citrus sinensis,-117.6343353,34.15436873,California
Cedrella fissilis,-117.6343349,34.15492573,California
Cycas revoluta,-117.6343277,34.15025963,California
Washingtonia robusta,-117.6343229,34.15305067,California
Prunus persica,-117.6343209,34.15346722,California
Ceiba speciosa,-117.6342204,34.1547743,California
Cupaniopsis anacardioides,-117.6341698,34.15719015,California
Pistacia chinensis,-117.6337607,34.14978802,California
Juglans,-117.6334138,34.15728146,California
Brachychiton populneus,-117.6332539,34.14817663,California
Arecaceae,-117.6331522,34.14748353,California
Betula pendula,-117.6330163,34.14707127,California
Juniperus chinensis,-117.6329959,34.15484588,California
Phoenix roebelenii,-117.6329089,34.14978879,California
Eriobotrya deflexa,-117.632886,34.15001522,California
Acer saccharinum,-117.6328847,34.15230887,California
Fraxinus uhdei,-117.6325435,34.15595936,California
Alnus rhombifolia,-117.6324686,34.14979381,California
Phoenix canariensis,-117.6322895,34.15687856,California
Archontophoenix cunninghamiana,-117.6322699,34.15942873,California
Albizia julibrissin,-117.6322488,34.14710228,California
Parkinsonia florida,-117.6322315,34.1525876,California
Cinnamomum camphora,-117.6322143,34.152265,California
Rhus lancea,-117.6319887,34.14719134,California
Prunus serrulata,-117.6319767,34.15648718,California
Morus alba,-117.631968,34.14352055,California
Magnolia soulangeana,-117.6318719,34.14295304,California
Caryota obtusa,-117.631759,34.14297993,California
Cercis canadensis,-117.6315489,34.14720899,California
Sophora japonica,-117.6315137,34.15046452,California
Washingtonia filifera,-117.6314871,34.16360701,California
Geijera parviflora,-117.6314233,34.16337426,California
Acer,-117.6314112,34.15881149,California
Pyrus domestica,-117.6313772,34.14241314,California
Podocarpus henkelii,-117.6313544,34.16406072,California
Ficus benjamina,-117.6313542,34.15718712,California
Punica granatum,-117.631333,34.14233908,California
Olea europaea,-117.6313262,34.14583958,California
Ligustrum lucidum,-117.6312768,34.14573593,California
Photinia fraseri,-117.6312765,34.15584751,California
Prunus cerasifera,-117.6312364,34.16301284,California
Koelreuteria paniculata,-117.6311809,34.1423123,California
Xylosma congestum,-117.6311443,34.15590914,California
Quercus agrifolia,-117.6310837,34.15454006,California
Brahea brandegeei,-117.6306939,34.14463897,California
Schinus terebinthifolia,-117.6304238,34.1573366,California
Chitalpa tashkentensis,-117.6303937,34.14098158,California
Melaleuca quinquenervia,-117.6300996,34.14719105,California
Gleditsia tricanthus,-117.6298152,34.15613904,California
Tabebuia chrysotricha,-117.6298122,34.14672124,California
Bauhinia blakeana,-117.6297527,34.14682078,California
Ulmus parvifolia,-117.6296984,34.1470165,California
Koelreuteria bipinnata,-117.6296858,34.15346104,California
Tristania conferta,-117.629534,34.15486952,California
Cedrus,-117.629517,34.14689227,California
Malus domestica,-117.6294748,34.151872,California
Acer rubrum,-117.6292974,34.14456075,California
Ficus carica,-117.6290932,34.14407581,California
Cedrus deodara,-117.6290779,34.14877531,California
Juglans nigra,-117.6287344,34.15048687,California
Quercus ilex,-117.6286584,34.16063202,California
Tristania laurina,-117.628479,34.14938195,California
Acer palmatum,-117.6284406,34.14845658,California
Pinus halepensis,-117.6284174,34.10220909,California
Quercus virginiana,-117.6278723,34.10202504,California
Persea americana,-117.6275479,34.15464537,California
Zelkova serrata,-117.6273032,34.1002257,California
Ficus macrophylla,-117.6272978,34.09688388,California
Ceratonia siliqua,-117.6272688,34.10243928,California
Melia azedarach,-117.6272643,34.10106711,California
Liriodendron tulipifera,-117.6271716,34.13782913,California
Fraxinus,-117.6270652,34.10237722,California
Catalpa bignonioides,-117.6259953,34.09661455,California
Tabebuia impetiginosa,-117.6259821,34.10304366,California
Arbutus unedo,-117.625968,34.14224992,California
Callistemon viminalis,-117.6257154,34.10318524,California
Tilia,-117.6255234,34.09661023,California
Quercus,-117.6253586,34.15643789,California
Fraxinus oxycarpa,-117.6252589,34.10025024,California
Agonis flexuosa,-117.6252239,34.14316823,California
Ulmus americana,-117.6250898,34.10024298,California
Prunus caroliniana,-117.6249651,34.13638742,California
Leucaena leucocephala,-117.6248833,34.09552501,California
Podocarpus gracilior,-117.6246401,34.11864381,California
Triadica sebifera,-117.6245971,34.10079636,California
Araucaria heterophylla,-117.6244064,34.15971698,California
Olea europea,-117.6243652,34.14231371,California
Cedrus atlantica,-117.6240038,34.1482062,California
Juniperus,-117.6237362,34.10173273,California
Laurus nobilis,-117.6236921,34.15726841,California
Acacia baileyana,-117.6236902,34.10225235,California
Pyrus kawakamii,-117.6235981,34.1396311,California
Plumeria rubra,-117.6235921,34.09837224,California
Chionanthus retusus,-117.6235476,34.13951428,California
Afrocarpus gracilior,-117.6234407,34.1571586,California
Tabebuia,-117.6232229,34.13566078,California
Ligustrum confusum,-117.6230538,34.12014766,California
Koelreuteria,-117.6224431,34.12933394,California
Ficus microcarpa,-117.6222351,34.11236847,California
